settlementPeriod,T_ABRBO-1,T_ACHRW-1,T_AFTOW-1,T_AKGLW-2,T_AKGLW-3,T_ANSUW-1,T_ARCHW-1,T_BDCHW-1,T_BEATO-1,T_BEATO-2,T_BEATO-3,T_BEATO-4,T_BEINW-1,T_BHLAW-1,T_BLKWW-1,T_BLLA-1,T_BLLA-2,T_BOWLW-1,T_BPGRD-1,T_BRBEO-1,T_CARR-1,T_CARR-2,T_CASKD-1,T_CDCL-1,T_CGTHW-1,T_CLDCW-1,T_CLDNW-1,T_CLDSW-1,T_CNQPS-1,T_CNQPS-2,T_CNQPS-3,T_CNQPS-4,T_COSO-1,T_COUWW-1,T_CREAW-1,T_CRGHD-1,T_CRGHW-1,T_CRYRW-2,T_CRYRW-3,T_DALQW-1,T_DAMC-1,T_DBAWO-1,T_DBAWO-2,T_DBAWO-3,T_DBAWO-4,T_DBAWO-5,T_DDGNO-1,T_DDGNO-2,T_DDGNO-3,T_DDGNO-4,T_DIDCB5,T_DIDCB6,T_DINO-1,T_DINO-2,T_DINO-3,T_DINO-4,T_DINO-5,T_DINO-6,T_DNLWW-1,T_DOREW-1,T_DOREW-2,T_DOUGW-1,T_DRAXX-1,T_DRAXX-10G,T_DRAXX-12G,T_DRAXX-2,T_DRAXX-3,T_DRAXX-4,T_DRAXX-5,T_DRAXX-6,T_DRAXX-9G,T_DRSLW-1,T_DUNGW-1,T_EAAO-1,T_EAAO-2,T_EDINW-1,T_EECL-1,T_ERRO-1,T_ERRO-2,T_ERRO-3,T_EWHLW-1,T_FALGW-1,T_FASN-1,T_FASN-2,T_FERGD-1,T_FERGD-2,T_FFES-1,T_FFES-2,T_FFES-3,T_FFES-4,T_FINL-1,T_FOYE-1,T_FOYE-2,T_FOYED-1,T_FSDLW-1,T_GANW-11,T_GANW-13,T_GANW-22,T_GANW-24,T_GLNDO-1,T_GLWSW-1,T_GNAPW-1,T_GNFSW-1,T_GNFSW-2,T_GORDW-1,T_GORDW-2,T_GRAI-6,T_GRAI-7,T_GRAI-8,T_GRAI1G,T_GRAI4G,T_GRGBW-1,T_GRGBW-2,T_GRGBW-3,T_GRIFW-1,T_GRIFW-2,T_GYMR-15,T_GYMR-17,T_GYMR-26,T_GYMR-28,T_GYMRD-16,T_GYMRD-2,T_GYMRD-E10,T_GYMRD-E11,T_GYMRD-W10,T_GYMRD-W11,T_HADHW-1,T_HALSW-1,T_HEYM11,T_HEYM12,T_HEYM2-D,T_HEYM27,T_HEYM28,T_HMGTO-1,T_HMGTO-2,T_HOWAO-1,T_HOWAO-2,T_HOWAO-3,T_HOWBO-1,T_HOWBO-2,T_HOWBO-3,T_HRSTW-1,T_HRTL-1,T_HRTL-2,T_HUMR-1,T_HUMRD-1,T_INDQ-1,T_JGPR-1,T_KEAD-1,T_KEAD-2,T_KEADGT-3,T_KENNW-1,T_KILBW-1,T_KILLPG-1,T_KILLPG-2,T_KLGLW-1,T_KPMRW-1,T_KTHLW-1,T_KYPEW-1,T_LAGA-1,T_LARKS-1,T_LARYW-1,T_LARYW-2,T_LARYW-3,T_LARYW-4,T_LBAR-1,T_LBAR-1G,T_LNCSW-1,T_LNCSW-2,T_MEDP-1,T_MIDMW-1,T_MILWW-1,T_MKHLW-1,T_MOWEO-1,T_MOWEO-2,T_MOWEO-3,T_MRWD-1,T_MYGPW-1,T_NANT-1,T_NNGAO-1,T_OMNDW-1,T_PEHE-1,T_PEMB-11,T_PEMB-21,T_PEMB-31,T_PEMB-41,T_PEMB-51,T_PNYCB-1,T_PNYCW-1,T_RCBKO-1,T_RCBKO-2,T_RMPNO-1,T_RMPNO-2,T_ROCK-1,T_RREW-1,T_RRWW-1,T_RYHPS-1,T_SAKNW-1,T_SANQW-1,T_SCCL-1,T_SCCL-2,T_SCCL-3,T_SCCL-4,T_SEAB-1,T_SEAB-2,T_SEEL-1,T_SGRWO-1,T_SGRWO-2,T_SGRWO-3,T_SGRWO-4,T_SGRWO-5,T_SGRWO-6,T_SHBA-1,T_SHBA-2,T_SHRSW-1,T_SHRSW-2,T_SIZB-1,T_SIZB-2,T_SLOY-2,T_SLOY-3,T_SOKYW-1,T_SPLN-1,T_STAY-1,T_STAY-2,T_STAY-3,T_STAY-4,T_STLGW-1,T_STLGW-2,T_STLGW-3,T_STRNW-1,T_SUTB-1,T_SVRP-10,T_SVRP-20,T_TDBNW-1,T_THNTO-1,T_THNTO-2,T_TKNEW-1,T_TKNWW-1,T_TORN-1,T_TORN-2,T_TORN-D,T_TSREP-1,T_TWSHW-1,T_USKM-13,T_WBUGT-1,T_WBUGT-4,T_WBUPS-1,T_WBUPS-2,T_WBUPS-3,T_WBUPS-4,T_WBURB-1,T_WBURB-2,T_WBURB-3,T_WBURB-41,T_WBURB-43,T_WDNSO-1,T_WDNSO-2,T_WDRGW-1,T_WHIHW-1,T_WHILW-1,T_WHILW-2,T_WILCT-1,T_WISTW-2,T_WLNYO-2,T_WLNYO-3,T_WLNYO-4,T_WLNYW-1,T_WTMSO-1
21,29.98,5.69,4.77,0.148,-0.05,1.652,13.74,15.792,64.092,66.186,86.074,98.034,6.254,4.432,7.982,0.192,-0.016,7.156,-53.82,47.488,410,350.6,-3.94,309.6,6.72,0,0,2.58,-1.89,0,-4.788,-3.402,-2.046,3.57,6.542,-0.006,3.894,0,-0.194,0.904,456.88,0,0,0,0,0,-0.764,-0.142,-0.568,-0.908,0,-1.3,0,0,-1.1,0,-1.4,0,0.276,28.74,16.76,0.328,0,0,0,600.3,633.22,610.3,0,0,0,6.1,13.694,-2.48,-2.794,1.52,278.638,0,0,0,-0.34,1.28,-0.006,-0.002,-0.906,-1.574,-1.234,0,-0.02,-1.58,16.298,-2,-1.9,-0.928,2.056,2.826,5.26,3.12,6.26,98.524,1.622,2.608,7.84,3.96,20.246,11.348,0,-0.6,322.1,0,0,1.894,2.26,1.96,6.17,5.636,20.18,19.86,21.34,20.5,-0.002,0,0,-0.004,-0.002,-0.012,0.782,20.438,492.072,512.52,-27.856,510.968,-2.28,0.896,2.296,-2.058,-3.872,-0.354,3.84,-2.108,-2.78,-0.086,576.152,-3.296,587.6,-47.44,-2.1,4.724,-1.84,644.22,-0.16,5.21,12.152,-0.754,-0.544,30.27,1.936,0.04,2.038,-1.2,35.97,40.28,34.88,38.74,37.86,718,0,-0.968,-1.036,517.78,1.976,2.16,3.5,-0.004,283.598,189.918,-0.8,-0.098,0,0,0,0,292.6,433.2,0,395.8,422,-0.03,16.26,-2.292,-2.184,49.4,43.99,-1.6,1.778,-0.358,0,11.64,4.736,301.8,300.9,0,-49.9,680.6,362.72,-0.022,0,0,-1.158,-0.976,-1.774,-2.772,750.6,-0.48,-0.836,-0.76,593.5,590.04,0,0,14.24,764.9,421.4,407.6,419.8,0,9.886,12.096,10.334,21.852,-0.8,-0.6,-0.4,0.496,17.856,17.754,-4.734,-0.004,631.432,514.616,-50.92,-3.332,3.804,0,0,0,0,0,0,0,381.488,0,419.344,-0.168,-0.484,28.208,32.688,6.078,5.604,7.77,1.78,62.7,3.322,27.54,72.178,53.43,19.56,0.624
22,28.68,7.572,4.806,0.196,0.074,1.76,14.96,10.58,57.084,59.192,86.588,107.53,4.068,6.7,5.786,0.636,0.126,9.342,-53.058,60.91,410.2,350.8,-4.26,305.1,6.64,0,0,3.92,-1.89,0,-4.914,-3.528,-2.034,4.32,3.3,-0.006,2.66,0,-0.196,2.094,481.65,0,0,0,0,0,-0.602,-0.152,-0.512,-0.674,0,-1.5,0,0,-1,0,-1.3,0,0.312,41.84,29.834,1.65,0,0,0,610.34,624.94,610.02,0,0,0,7.18,13.634,-2.192,-2.53,1.96,258.622,0,0,0,-0.348,2.92,-0.006,-0.002,-0.548,-1.76,-1.216,0,-0.04,-1.58,16.334,-1.9,-1.9,-0.92,1.96,2.346,2.48,1.56,2.14,0.786,2.958,1.756,5.44,3.4,13.198,9.938,0,-0.5,340.1,0,0,1.048,2.968,1.416,8.772,6.314,11.88,13.36,16,16.6,-0.002,0,0,-0.004,0,-0.012,1.734,16.758,492.88,514.184,-27.76,510.472,-2.24,3.024,3.756,-3.792,-3.762,-0.544,3.408,-4.3,-3.702,-0.082,577.032,-3.296,515.2,-47.48,-2.07,5.074,-1.84,625.02,-0.16,6.2,16.268,-0.758,-0.542,28.286,5.122,0.048,4.28,-1,27.46,21.5,18.88,21.56,22.1,716.62,-0.02,-1.012,-1.044,484.26,1.744,1.34,3.72,-0.004,285.638,188.178,-1,-0.096,0,0,0,0,260.4,433.6,0,419.4,420.8,-0.02,17.18,-2.306,-2.146,46.74,43.336,-1.4,0.974,0.81,0,12.32,4.912,300.6,300.9,0,-49.66,721.6,362.06,-0.378,0,0,-1.156,-0.98,-1.77,-2.78,752.4,-0.484,-0.786,-0.74,594.38,589.9,0,0,18.86,700.8,421.8,408.2,418.7,0,6.28,8.234,5.648,22.152,-1,-0.5,-0.4,0.086,36.51,43.816,-0.496,-0.004,631.368,512.368,-50.64,-3.404,3.354,0,0,0,0,0,0,0,324.818,0,425.284,0.242,0.236,44.848,42.008,6.53,5.03,6.67,1.044,61.59,5.312,28.194,66.078,51.992,35.56,5.802
23,30.22,7.306,7.01,1.28,1.06,1.26,12.56,13.488,61.91,70.504,85.976,123.416,4.856,5.812,6.406,-0.032,-0.018,9.21,-54.02,39.148,410,395.6,-2.72,373.86,5.62,0,0,4.3,-2.016,0,-4.914,-3.402,-1.904,5.288,8.242,-0.006,2.656,0.542,0.034,3.702,481.3,0,0,0,0,0,-1.196,-0.582,-0.984,-1.112,0,-1.6,0,0,-1.1,0,-1.3,0,0.632,47.42,30.804,5.066,0,0,0,636.86,600,601.08,0,0,0,8.76,16.894,-2.784,-3.434,1.82,372.382,0,0,0,-0.346,3.84,-0.006,-0.002,-0.88,-1.796,-1.214,0,-0.02,-1.58,16.284,-1.9,-2,-0.932,2.246,4.086,5.82,3.3,2.3,-0.042,2.742,1.718,3.2,1.54,10.312,6.332,0,-0.6,303.5,0,0,4.188,11.722,5.096,5.698,4.548,9.24,11.08,15.16,15.38,-0.002,0,0,-0.004,-0.002,-0.01,5.116,20.748,493.344,516.456,-27.896,513.352,-2.256,3.108,2.996,-4.664,-5.054,-3.146,0.91,-4.572,-3.928,1.464,577.368,-3.328,629.2,-48.88,-2.12,5.372,-1.84,711.44,-0.16,7.45,12.146,-0.76,-0.544,43.272,0.342,0.08,1.706,-1.2,39.54,15.3,12.66,14.58,14.1,714.62,-0.02,-1.054,-1.02,525.28,6.89,0.56,5,-0.004,269.518,164.238,-0.8,-0.096,0,0,0,0,382.4,431.8,0,418.6,420.6,-0.02,17.77,-2.268,-2.078,50.826,37.944,-1.6,0.1,-0.268,0,12.006,6.57,299.9,301,0,-49.66,721.8,361.64,-0.336,0,0,-1.16,-0.978,-1.796,-2.792,751.4,-0.48,-0.776,-0.734,594.32,590.98,0,0,18.656,777.3,420.6,408.2,416.9,0,7.46,9.106,5.714,25.53,-1,-0.6,-0.4,0.024,10.298,11.682,18.332,-0.004,631.696,513.048,-51.016,-3.418,5.306,0,0,0,0,0,0,0,379.304,0,383.866,-0.404,-0.566,40.648,34.048,7.03,7.322,5.94,1.278,61.34,8.8,24.802,46.118,42.71,26.08,6.882
24,54.08,3.862,6.632,1.46,1.386,1.43,8.38,15.07,33.47,37.908,72.01,97.506,12.298,11.394,9.588,0.374,0.44,8.874,-56.202,34.43,410,396.2,-2.74,350.64,6.1,0,0,11.16,-1.89,0,-4.914,-3.402,-1.998,5.78,11.334,-0.006,4.14,2.114,0.262,0.312,481.37,0,0,0,0,0,-1.202,-1.078,-1.128,-1.194,0,-1.5,0,0,-1.1,0,-1.3,0,0.22,42.48,29.014,-0.154,0,0,0,633.54,596.44,600.14,0,0,0,8.66,12.292,-3.364,-3.42,1.96,316.078,0,0,0,0.082,5.56,-0.006,-0.002,-0.866,-1.822,19.036,0,-0.04,-1.58,16.31,-1.2,-1,-1.21,2.914,10.806,8.5,7.3,4.32,-0.042,2.418,2.17,4.24,2.34,13.112,7.198,0,-0.5,298,0,0,10.638,9.894,11.652,8.746,7.024,14.12,14.3,16.6,13.4,-0.002,0,0,-0.004,-0.002,-0.01,5.732,22.23,494.312,516.04,-27.904,511.416,-2.264,1.302,0.04,-4.898,-4.996,-4.952,-1.902,-4.56,-3.618,4.42,576.248,-3.312,580.2,-49.9,-2.11,5.162,-1.84,722.18,-0.16,4.01,14.296,-0.756,-0.544,51.318,1.532,0.05,1.904,-1.2,32.01,10.6,9.38,11.36,11.18,714.02,-0.02,-1.09,-0.312,505.76,4.586,1.24,4.98,-0.004,255.678,164.478,-1,-0.088,0,0,0,0,416.4,432,0,419.4,421.2,-0.02,20.59,-2.176,-2.048,67.272,44.452,-2,0.352,0.002,0,11.27,5.46,300,300.9,0,-49.54,717.4,358.7,-0.338,0,0,-1.162,-0.974,-1.782,-2.806,749.8,-0.478,-0.774,-0.732,594.76,591.4,0,0,15.888,785.9,420.2,408,416.5,0,7.112,9.06,8.116,39.212,-1,-0.5,-0.4,0.618,7.622,8.838,31.19,-0.004,631.28,513.672,-50.816,-3.152,6.026,0,0,0,0,0,0,0,349.706,0,325.876,-0.026,-0.136,36.808,34.488,9.74,8.514,7.91,4.04,61.53,6.694,27.254,56.398,39.812,29.7,3.702
25,31.62,8.306,5.67,1.6,1.704,2.376,10.26,13.874,27.818,35.086,45.762,67.146,11.868,15.476,11.64,2.576,0.934,13.722,-57.836,37.65,356.2,391.4,-3.06,380.88,4.28,0,0,14.552,-1.89,0,-4.788,-3.402,-1.894,4.96,17.724,-0.006,10.246,2.41,0.208,1.15,481.4,0,0,0,0,0,-1.336,-1.148,-1.14,-1.322,0,-1.5,0,0,-1,0,-1.3,0,-0.02,49.06,26.556,1.124,0,0,0,599.96,579,599.92,0,0,0,8.98,11.812,-3.376,-3.376,2.02,303.55,0,0,0,0.172,3.92,-0.006,-0.002,-0.718,-2.088,-1.214,0,-0.02,-1.58,16.33,0,-136.2,-0.852,1.816,6.024,7.22,5.54,7.68,-0.042,3.704,1.656,5.62,3.8,17.036,9.196,0,-0.6,306.7,0,0,4.924,4.926,4.59,8.504,7.378,14.32,13.5,15.2,13.08,-0.002,0,0,-0.004,0,-0.01,5.698,20.7,493.144,514.184,-27.856,510.896,-2.248,-1.066,-1.142,-4.872,-4.966,-4.866,-1.844,-4.548,-1.822,15.04,575.16,-3.296,524.2,-49.58,-2.12,4.912,-1.73,721.06,-0.17,13.03,20.042,-0.756,-0.542,55.102,3.05,-0.022,3.286,-1.2,26.27,9.3,8.12,8.32,8.06,712.6,0,0.91,13.406,562.88,0.914,5.2,4.68,-0.004,163.718,118.178,-1,0.53,0,0,0,0,386.4,432.6,0,418.2,420,-0.02,22.95,-2.03,-2.106,103.728,60.61,-3,-0.014,-0.39,0,19.364,7.094,300,301,0,-49.4,714,357.72,-0.34,0,0,-1.156,-0.972,-1.774,-2.808,749.8,-0.482,-0.77,-0.728,595,591.46,0,0,18.358,785.6,417.6,407.8,415.1,0,11.212,11.582,7.326,44.612,-1,-0.6,-0.4,0.076,5.462,5.69,43.372,-0.004,630.768,514.928,-50.744,-3.224,7.43,0,0,0,0,0,0,0,391.044,0,414.738,0.096,0.162,32.408,27.888,9.674,9.314,11.59,6.92,62.28,5.848,24.552,72.178,38.37,26.54,1.854
26,32.04,10.902,5.262,2.1,1.398,4.232,8.88,14.71,51.104,65.044,81.202,106.384,7.31,13.926,11.242,2.628,1.406,12.956,-57.964,43.288,405.8,391.2,-1.64,396,2.6,0,0,1.152,-2.016,0,-4.914,-3.402,-2.108,4.756,12.05,-0.006,11.372,2.112,0.296,4.378,481.34,0,0,0,0,0,-1.314,-1.11,-1.118,-1.282,0,-1.5,0,0,-1.1,0,-1.3,0,0.196,59.86,33.41,2.77,0,0,0,600.02,569.58,595.08,0,0,0,8.32,7.872,-3.404,-3.376,2.92,302.974,0,0,0,1.25,3.6,-0.006,-0.002,-1.016,-2.004,-1.234,0,-0.04,-1.58,16.292,0,-155.7,-0.656,1.99,6.208,6.5,5.02,5.34,-0.042,8.512,1.42,0.94,0.38,23.846,12.758,0,-0.5,287.7,0,0,4.512,10.75,4.808,7.328,6.58,11.48,12.18,15.02,15.78,-0.002,0,0,-0.004,0,-0.01,5.8,21.696,493.376,514.424,-28.024,510.6,-2.272,-1.114,-1.124,-4.906,-4.992,-4.556,0.856,-3.82,0.464,29.58,575.784,-3.28,598.4,-50.38,-2.14,5.532,-1.84,718.52,-0.16,13.37,18.994,-0.764,-0.542,45.586,3.106,0.046,2.918,-1,26.09,9.5,6.8,8.04,7.54,711.02,-0.02,17.568,24.924,639.54,2.872,2.4,5.24,-0.004,200.578,84.218,-1,4.326,0,0,0,0,350.6,431.8,0,384.4,420.8,-0.02,24.15,12.128,-2.206,133.656,78.09,-3,1.68,1.82,0,22.036,9.93,299.9,301,0,-49.86,718.2,357.88,-0.374,0,0,-1.158,-0.972,-1.772,-2.794,705.4,-0.49,-0.764,-0.726,594.12,591.22,0,0,17.398,785,339.4,405.6,414.6,0,9.582,13.806,10.362,43.252,-1,-0.6,-0.4,-0.016,3.012,4.212,41.732,-0.004,632.624,515.272,-50.304,-3.314,9.604,0,0,0,0,0,0,0,390.19,0,367.092,-0.31,-0.532,28.328,30.488,9.792,13.158,13.52,8.74,61.92,5.036,27.128,71.418,45.63,27.64,12.482
27,30.5,11.564,4.298,0.478,0.262,2.89,7.68,17.946,65.288,86.894,109.368,145.298,13.058,14.484,9.588,12.018,5.278,15.472,-57.056,41.11,373,391.4,-2.96,367.56,3.28,0,0,9.7,-1.89,0,-4.914,-3.528,-2.012,5.236,17.222,-0.006,8.22,0.392,-0.068,2.656,481.26,0,0,0,0,0,-0.744,-0.858,-0.174,-0.364,0,-1.5,0,0,-1,0,-1.4,0,0.032,51.36,29.858,2.68,0,0,0,623.74,609.48,589.24,0,0,0,9.72,14.092,-2.812,-2.714,2.74,281.808,0,0,0,2.866,3.82,-0.006,-0.002,-0.98,-1.952,-1.214,0,-0.02,-1.58,16.306,0,-155.1,-0.662,2.532,7.506,6.68,5.62,3.88,-0.042,6.17,1.208,1.64,0.76,28.404,17.31,0,-0.6,294.8,0,0,9.136,11.304,9.868,8.986,6.644,19.3,17.36,23.54,21.3,-0.002,0,0,-0.004,0,-0.01,7.092,21.662,492.816,513.672,-27.912,506.328,-2.272,-1.114,-1.122,-3.81,-4.522,-2.8,3.786,-2.93,0.68,23.94,576.496,-3.28,621.8,-51.6,-2.12,5.952,-1.74,717.54,-0.16,10.37,9.06,-0.774,-0.544,32.218,5.362,0.01,6.668,-1.2,33.75,3.42,2.48,3.54,3.58,709.42,-0.02,23.176,26.758,592.38,8.5,3.14,4.54,-0.004,234.638,125.418,-1,3.924,0,0,0,0,351.4,431.8,0,415,420.8,-0.03,25.43,51.098,26.06,140.292,92.622,-3.2,6.31,9.028,0,24.714,10.494,300,301,0,-49.88,719.4,357.88,-0.34,0,0,-1.154,-0.974,-1.786,-2.778,673.8,-0.506,-0.766,-0.724,594.34,591.4,0,0,19.776,780.2,251.2,404.6,413.4,0,5.496,8.45,8.046,34.252,-1,-0.5,-0.4,0.09,0.642,1.042,21.012,-0.004,631.304,515.936,-49.376,-3.354,5.604,0,0,0,0,0,0,0,384.418,0,350.254,-0.258,-0.254,34.148,30.248,6.044,15.55,31.29,26.54,60.83,5.192,31.002,34.318,54.352,32.74,10.382
28,11.78,9.69,5.064,-0.134,-0.136,2.48,11.9,12.872,84.386,98.344,104.762,127.358,22.194,16.2,10.914,13.128,10.37,17.324,-56.15,54.228,348.6,357.6,-2.62,309.78,5.86,0,0,4.632,-2.016,0,-4.914,-3.528,-2.058,6.242,8.268,-0.006,13.856,0.542,-0.092,5.888,481.36,0,0,0,0,0,8.306,0.348,8.454,4.302,0,-1.6,0,0,-1,0,-1.2,0,-0.12,50.56,32.374,5.902,0,0,0,624.98,624.34,587.38,0,0,0,7.26,20.394,-1.84,0.834,4.12,276.19,0,0,0,4.278,2.58,-0.006,-0.002,-0.792,-1.822,-1.214,0,-0.04,-1.56,16.312,0,-154.8,-0.638,5.346,7.524,6.06,7.26,3.88,-0.042,10.17,1.982,0.52,0.5,21.238,16.234,0,-0.5,299.5,0,0,11.73,9.098,12.022,12.868,11.696,23.64,22.88,22.32,21.54,-0.002,0,0,-0.004,0,-0.01,8.916,18.664,492.912,513.88,-27.816,507.992,-2.256,-0.394,-0.2,-1.078,-4.284,-3.032,6.092,-0.05,6.98,18.42,576.152,-3.424,662.2,-51.46,-2.12,5.53,-1.84,720.72,-0.16,17.33,7.564,-0.78,-0.556,30.902,8.246,-0.018,10.616,-1.2,40.47,4.5,3.08,2.38,2.34,708.82,-0.02,17.62,18.366,550.94,8.334,3.96,8.54,-0.004,296.438,200.478,-1,3.318,0,0,0,0,322.6,431.4,0,418.4,420,-0.02,25.56,40.238,45.084,158.882,108.042,-3,4.292,7.22,0,20.548,10.62,300,300.9,0,-49.78,719.4,358.46,-0.34,0,0,-1.158,-0.976,-1.788,-2.82,650.2,-0.51,0.394,-0.736,594.38,591.66,0,0,17.532,747.7,251.2,403.2,403.1,0,5.856,7.798,5.666,34.45,-1,-0.6,-0.4,-0.174,-0.864,-0.942,10.472,-0.004,630.936,514.16,-49.344,-3.276,9.31,0,0,0,0,0,0,0,325.64,0,354.864,-0.34,-0.104,34.188,30.168,5.794,15.704,45.14,33.64,60.51,5.82,27.5,29.136,37.352,27.14,7.442
29,7.58,8.072,6.316,0.3,0.344,3.176,12.36,14.318,79.734,90.93,85.006,116.378,18.652,16.846,16.15,-0.368,0.968,15.144,-57.214,53.008,353.6,390.2,-4.48,392.4,8.3,0,0,-1.028,-2.646,0,-4.788,-4.536,-1.888,6.256,7.93,-0.004,11.734,3.112,0.216,2.7,481.42,0,0,0,0,0,19.008,10.322,13.986,13.8,0,-1.5,0,0,-1,0,-1.2,0,-0.176,52.92,28.008,5.744,0,0,0,625.08,626.2,588.78,0,0,0,10.72,19.854,1.008,5.166,4.34,358.558,0,0,0,-0.368,3.12,-0.006,-0.002,-1.02,-1.918,-1.214,0,-0.02,-1.6,16.31,0,-155,-0.63,5.182,11.148,10.98,10.2,5.44,-0.042,13.782,2.262,1.76,1.66,30.102,25.278,0,-0.6,310.8,0,0,17.056,12.792,17.846,16.99,12.746,23.72,22.26,21.66,20.78,-0.002,0,-0.002,-0.004,0,-0.008,8.38,15.568,493.464,514.328,-27.68,505.584,-3.384,3.078,3.196,8.448,-0.14,0.08,20.14,2.434,20.56,6.206,576.488,-3.448,665,-50.82,-2.11,6.114,-1.74,719.84,-0.16,23.67,7.556,-0.788,-0.56,39.67,5.85,-0.006,7.042,-1.2,33.67,4.02,2.08,0.78,0.64,705.6,0,10.88,8.748,656.8,11.554,5.46,7.74,-0.004,289.138,184.918,-1.2,1.406,0,0,0,0,397.8,431.2,0,418.4,419.8,-0.02,27.22,21.558,27.842,170.186,123.996,-3.2,6.262,10.678,0,25.586,11.904,300,301,0,-49.58,715.4,357.26,-0.34,0,0,-1.164,-0.992,-1.832,-2.888,742,-0.49,26.368,12.052,594.38,591.42,0,0,19.436,781.3,251.2,403.4,414.6,0,5.364,8.398,6.372,40.852,-1,-0.6,-0.5,-0.03,-0.348,-0.374,7.03,-0.004,631.504,515.352,-49.264,-3.362,15.086,0,0,0,0,0,0,0,324.606,0,412.1,-0.026,-0.14,27.328,23.668,7.166,15.718,46.03,30.18,59.65,8.746,24.68,33.478,25.93,23.92,9.082
30,7.72,11.58,9.966,4.1,1.782,3.56,19,19.596,77.854,92.114,80.66,104.61,16.802,20.398,17.2,12.192,13.238,10.474,-59.266,44.388,290,380.2,-6.88,397.08,8.02,0,0,18.674,-3.906,0,-4.914,-4.536,-2.06,7.528,17.606,-0.004,12.798,19.604,1.736,6.89,481.38,0,0,0,0,0,12.792,11.242,10.842,9.778,0,-1.5,0,0,-1,0,-1.4,0,0.004,45.8,28.868,3.36,0,0,0,624.94,643.12,474.28,0,0,0,11.08,17.874,3.398,7.008,4.94,327.598,0,0,0,-0.284,4.14,-0.006,-0.002,-0.69,-1.954,-1.216,-0.042,-0.04,-1.56,16.312,0,-154.9,-0.626,6.458,13.944,11.64,13.7,7.6,-0.042,11.596,2.27,1.36,0.98,23.288,19.822,0,-0.6,356.8,0,0,20.316,16.274,21.08,14.918,14.442,17.9,17.88,20.98,17.4,-0.002,0,0,-0.004,0,-0.01,12.974,20.982,492.712,515.08,-27.832,507.72,-3.672,1.92,4.516,10.874,5.568,4.548,29.536,3.462,12.82,3.01,576.104,-3.28,665.6,-50.92,-2.12,5.508,-1.84,719.86,-0.16,19.89,8.864,-0.766,-0.564,52.846,12.134,-0.014,10.302,-1,42.94,3.76,2.44,0.596,0.046,706.22,-0.02,8.776,5.5,663.12,7.278,3.92,9.34,-0.004,257.778,174.338,-1,0.622,0,0,0,0,407.8,429.8,0,416.6,420,-0.02,37.06,11.938,12.864,173.432,134.644,-2.8,9.722,16.362,0,25.51,12.056,300,301,0,-49.9,684.8,356.94,-0.34,0,0,-1.176,-0.984,-1.832,-2.794,745,-0.494,28.228,30.444,594.16,591.64,0,0,24.628,777.3,290.4,405.6,414,0,6.344,8.266,6.596,46.212,-1,-0.6,-0.4,-0.064,-0.846,-0.844,-1.992,-0.004,631.896,514.944,-49.28,-3.352,16.282,0,0,0,0,0,0,0,332.752,0,413.724,-0.272,-0.184,18.848,16.028,10.788,11.976,35.63,16.14,59.49,10.518,26.32,37.298,24.272,20.18,22.722
31,11.26,10.254,9.798,5.14,5.556,4.636,19.72,18.078,66.01,68.66,89.802,93.342,14.28,23.12,15.574,3.534,1.892,11.094,-59.534,37.87,345.6,371.2,-4.38,385.56,7.6,0,0,22.44,-3.906,0,-4.914,-4.536,-1.96,7.288,24.814,-0.004,15.558,3.984,0.448,8.602,547.51,0,0,0,0,0,11.28,9.556,8.236,9.472,0,-1.6,0,0,-0.9,0,-1.2,0,3.124,53.26,32.754,5.372,0,0,0,624.86,642.08,486.94,0,0,0,10.36,15.352,6.472,11.088,4.96,348.19,0,0,0,0.802,16.12,-0.006,-0.002,-0.74,-1.992,-1.238,16.244,-0.02,-1.6,16.292,0,-15,-0.236,5.392,16.466,16.38,17.36,12.98,-0.042,9.73,4.35,1.18,0.58,20.044,18.324,0,-0.7,383.3,0,0,21.806,20.296,22.476,18.852,19.264,19.58,18.36,21.4,18.84,-0.002,0,0,-0.006,0,-0.01,17.692,21.966,493.824,514.056,-28.016,507.272,-3.92,2.706,6.276,5.634,5.42,8.892,19.49,3.166,10.46,19.54,576.296,-3.312,664.8,-50.94,-2.14,4.984,-1.74,719.48,-0.16,21.8,12.152,-0.766,-0.564,53.53,17.894,0.386,11.46,-1.2,24.87,2.02,0.898,-0.904,-1.25,708.6,0,9.852,5.052,663.38,13.57,3.42,12.64,-0.004,254.418,160.698,-1,2.87,0,0,0,0,395.8,430,0,416.4,419.8,-0.02,28.45,-0.262,9.106,186.364,153.182,-3.2,12.092,15.39,0,24.032,12.444,324.6,300.9,0,-49.94,690.4,357.52,-0.376,0,0,-1.176,-0.986,-1.82,-2.84,744.8,-0.478,16.568,19.526,594.28,591.6,0,0,25.29,777.2,357,404.8,413.8,0,9.818,11.168,7.652,39.772,-1,-0.5,-0.4,1.822,-0.84,-0.68,-5.83,-0.004,631.44,515.68,-49.4,-3.292,14.426,0,0,0,0,0,0,0,395.682,0,405.12,-0.522,-0.52,20.228,19.488,13.436,14.74,45.53,29.38,58.67,10,30.082,43.038,25.872,21.76,17.342
