settlementPeriod,T_ABRBO-1,T_ACHRW-1,T_AFTOW-1,T_AKGLW-2,T_AKGLW-3,T_ANSUW-1,T_ARCHW-1,T_BDCHW-1,T_BEATO-1,T_BEATO-2,T_BEATO-3,T_BEATO-4,T_BEINW-1,T_BHLAW-1,T_BLKWW-1,T_BLLA-1,T_BLLA-2,T_BOWLW-1,T_BPGRD-1,T_BRBEO-1,T_CARR-1,T_CARR-2,T_CASKD-1,T_CDCL-1,T_CGTHW-1,T_CLDCW-1,T_CLDNW-1,T_CLDSW-1,T_CNQPS-1,T_CNQPS-2,T_CNQPS-3,T_CNQPS-4,T_COSO-1,T_COUWW-1,T_CREAW-1,T_CRGHD-1,T_CRGHW-1,T_CRYRW-2,T_CRYRW-3,T_DALQW-1,T_DAMC-1,T_DBAWO-1,T_DBAWO-2,T_DBAWO-3,T_DBAWO-4,T_DBAWO-5,T_DDGNO-1,T_DDGNO-2,T_DDGNO-3,T_DDGNO-4,T_DIDCB5,T_DIDCB6,T_DINO-1,T_DINO-2,T_DINO-3,T_DINO-4,T_DINO-5,T_DINO-6,T_DNLWW-1,T_DOREW-1,T_DOREW-2,T_DOUGW-1,T_DRAXX-1,T_DRAXX-10G,T_DRAXX-12G,T_DRAXX-2,T_DRAXX-3,T_DRAXX-4,T_DRAXX-5,T_DRAXX-6,T_DRAXX-9G,T_DRSLW-1,T_DUNGW-1,T_EAAO-1,T_EAAO-2,T_EDINW-1,T_EECL-1,T_ERRO-1,T_ERRO-2,T_ERRO-3,T_EWHLW-1,T_FALGW-1,T_FASN-1,T_FASN-2,T_FERGD-1,T_FERGD-2,T_FFES-1,T_FFES-2,T_FFES-3,T_FFES-4,T_FINL-1,T_FOYE-1,T_FOYE-2,T_FOYED-1,T_FSDLW-1,T_GANW-11,T_GANW-13,T_GANW-22,T_GANW-24,T_GLNDO-1,T_GLWSW-1,T_GNAPW-1,T_GNFSW-1,T_GNFSW-2,T_GORDW-1,T_GORDW-2,T_GRAI-6,T_GRAI-7,T_GRAI-8,T_GRAI1G,T_GRAI4G,T_GRGBW-1,T_GRGBW-2,T_GRGBW-3,T_GRIFW-1,T_GRIFW-2,T_GYMR-15,T_GYMR-17,T_GYMR-26,T_GYMR-28,T_GYMRD-16,T_GYMRD-2,T_GYMRD-E10,T_GYMRD-E11,T_GYMRD-W10,T_GYMRD-W11,T_HADHW-1,T_HALSW-1,T_HEYM11,T_HEYM12,T_HEYM2-D,T_HEYM27,T_HEYM28,T_HMGTO-1,T_HMGTO-2,T_HOWAO-1,T_HOWAO-2,T_HOWAO-3,T_HOWBO-1,T_HOWBO-2,T_HOWBO-3,T_HRSTW-1,T_HRTL-1,T_HRTL-2,T_HUMR-1,T_HUMRD-1,T_INDQ-1,T_JGPR-1,T_KEAD-1,T_KEAD-2,T_KEADGT-3,T_KENNW-1,T_KILBW-1,T_KILLPG-1,T_KILLPG-2,T_KLGLW-1,T_KPMRW-1,T_KTHLW-1,T_KYPEW-1,T_LAGA-1,T_LARKS-1,T_LARYW-1,T_LARYW-2,T_LARYW-3,T_LARYW-4,T_LBAR-1,T_LBAR-1G,T_LNCSW-1,T_LNCSW-2,T_MEDP-1,T_MIDMW-1,T_MILWW-1,T_MKHLW-1,T_MOWEO-1,T_MOWEO-2,T_MOWEO-3,T_MRWD-1,T_MYGPW-1,T_NANT-1,T_NNGAO-1,T_OMNDW-1,T_PEHE-1,T_PEMB-11,T_PEMB-21,T_PEMB-31,T_PEMB-41,T_PEMB-51,T_PNYCB-1,T_PNYCW-1,T_RCBKO-1,T_RCBKO-2,T_RMPNO-1,T_RMPNO-2,T_ROCK-1,T_RREW-1,T_RRWW-1,T_RYHPS-1,T_SAKNW-1,T_SANQW-1,T_SCCL-1,T_SCCL-2,T_SCCL-3,T_SCCL-4,T_SEAB-1,T_SEAB-2,T_SEEL-1,T_SGRWO-1,T_SGRWO-2,T_SGRWO-3,T_SGRWO-4,T_SGRWO-5,T_SGRWO-6,T_SHBA-1,T_SHBA-2,T_SHRSW-1,T_SHRSW-2,T_SIZB-1,T_SIZB-2,T_SLOY-2,T_SLOY-3,T_SOKYW-1,T_SPLN-1,T_STAY-1,T_STAY-2,T_STAY-3,T_STAY-4,T_STLGW-1,T_STLGW-2,T_STLGW-3,T_STRNW-1,T_SUTB-1,T_SVRP-10,T_SVRP-20,T_TDBNW-1,T_THNTO-1,T_THNTO-2,T_TKNEW-1,T_TKNWW-1,T_TORN-1,T_TORN-2,T_TORN-D,T_TSREP-1,T_TWSHW-1,T_USKM-13,T_WBUGT-1,T_WBUGT-4,T_WBUPS-1,T_WBUPS-2,T_WBUPS-3,T_WBUPS-4,T_WBURB-1,T_WBURB-2,T_WBURB-3,T_WBURB-41,T_WBURB-43,T_WDNSO-1,T_WDNSO-2,T_WDRGW-1,T_WHIHW-1,T_WHILW-1,T_WHILW-2,T_WILCT-1,T_WISTW-2,T_WLNYO-2,T_WLNYO-3,T_WLNYO-4,T_WLNYW-1,T_WTMSO-1
22,-0.95,0.73,3.056,-0.294,-0.298,0.416,16.94,-0.176,-0.916,-1.69,-2.528,-3.004,-0.424,-0.822,4.3,5.042,2.876,28.06,-56.546,29.608,409.8,404.2,16.06,301.14,-0.124,9.52,9.672,0,262.71,0,236.502,-4.41,-1.922,1.868,-0.418,-0.006,-0.28,0,-0.168,0.66,-3.96,0,0,0,0,0,25.312,20.668,18.59,21.982,0,-2.8,0,0,-1.4,0,-1.4,0,1.396,-0.624,-0.566,-0.262,0,0,0,624.94,620.08,589.66,0,0,0,7.92,-0.568,27.008,31.468,0.84,267.84,0,0,0,3.332,14.58,7.214,-0.002,-0.528,-1.572,-1.214,-1.214,-0.04,-0.02,13.848,-1.9,-1.9,-0.904,3.702,3.368,4.34,4.36,6.66,-0.042,0.78,4.792,0.28,0.268,-0.196,-0.152,-0.1,-0.5,309.1,0,0,6.01,3.46,6.51,-0.082,-0.556,6.12,9.36,1.16,0.24,-0.002,0,0,-0.004,0,-0.012,13.126,0.028,483.888,0,-29.344,-4.384,-15.656,6.056,0.79,39.494,-2.406,34.614,46.994,64.776,55.3,3.16,0,-17.144,309.18,-48.52,-2.12,1.734,-2.94,-0.774,-0.16,2.95,0,0,0,30.262,3.9,0.006,1.82,-1.2,27.33,6.04,0,2.72,2.14,723.62,-0.02,13.204,15.118,664.06,1.62,0,4.02,-0.004,-2.414,-1.128,-0.6,0.812,0,0,35.46,0,392.2,430.6,0,418.2,424.4,-0.02,16.15,24.238,21.924,18.33,12.904,-2.2,11.216,18.07,0,0,2.446,339.5,-4.1,0,-47.92,564.8,361.3,-0.346,0,0,-1.418,-1.08,-1.764,0,739,-0.484,23.934,17.768,593.16,589.28,0,0,20.016,601.6,400,411.6,386.8,0,-0.6,-0.002,-0.204,-0.334,-1,-0.5,-0.4,3.73,-0.86,-0.842,28.19,26.596,628.504,-2.232,-31.432,-3.272,3.64,0,0,0,0,0,0,0,404.212,0,412.89,0.048,0.11,70.208,63.448,4.268,4.102,0.18,3.74,57.95,7.714,72.212,130.178,137.27,50.62,9.522
23,-0.948,3.074,4.578,-0.316,-0.306,0.56,23.42,-0.13,-2.21,-2.282,-2.986,-3.102,-0.388,-0.89,12.216,2.236,1.942,19.696,-57.348,19.25,410,404,17.16,300.96,0.044,13.22,9.628,0,324.45,0,225.54,-4.536,-1.84,2.462,-0.444,-0.006,-0.224,0,-0.168,1.314,-3.96,0,0,0,0,0,19.162,20.578,15.912,17.788,0,-2.7,0,0,-1.4,0,-1.5,0,2.29,-0.64,-0.57,0.542,0,0,0,624.64,619.82,590.06,0,0,0,15.46,-0.614,28.708,31.668,0.38,353.52,0,0,0,3.4,3.26,7.202,-0.002,-0.836,-1.616,-1.214,-1.212,-0.02,-0.04,0,-1.9,-2,-0.944,5.41,5.704,8.02,7.48,10.14,-0.042,1.04,5.08,2.06,2.04,-0.072,1.338,-0.2,-0.6,349.8,0,0,10.652,7.516,11.598,1.142,0.9,2.92,7.42,-0.46,3.68,-0.002,0,0,-0.004,0,-0.01,19.252,-0.076,487.832,0,-29.48,-4.408,-15.704,8.23,5.336,41.534,-0.23,46.514,49.07,69.112,55.16,7.378,0,-16.944,307.17,-49.42,-2.12,0,-2.93,-0.774,-0.17,2.24,0,0,0,39.278,1.66,0.134,1.124,-1,28.34,5.34,-0.01,2.174,1.478,718.02,-0.02,17.92,20.208,635.3,2.238,0,9.02,-0.004,-4.244,-2.254,-0.6,0.716,0,0,25.36,0,406.2,398.8,0,389.2,413.4,-0.02,15.12,21.038,21.386,23.998,16.32,-2.2,14.412,22.582,0,0,8.892,339.5,-4.3,0,-48.08,469.6,362.98,-0.338,0,0,-1.43,-1.094,-1.774,0,738.4,-0.478,17.854,12.848,593.5,589.2,0,0,24.198,704.4,404.4,155.8,404.8,0,-0.62,-0.584,-0.588,-0.352,-0.8,-0.6,-0.4,4.388,-0.77,-0.726,24.63,20.376,628.8,-2.216,-31.568,-3.382,9.49,0,0,0,0,0,0,0,396.522,0,412.256,-0.562,-1.096,55.848,51.828,4.168,8.274,0.23,2.058,64.93,8.136,45.266,110.978,101.032,37.2,16.482
24,-0.946,3.488,6.442,0.748,-0.106,1.332,27.06,-0.196,-2.392,-2.34,-2.99,-3.09,-0.372,-0.658,12.298,-0.466,0.462,15.122,-57.062,15.148,408.6,402.6,16.84,321.12,-0.112,21,12.974,0,265.356,0,306.81,-4.536,-1.898,3.808,-0.446,-0.006,0.234,0,-0.18,0.57,-3.98,0,0,0,0,0,15.708,17.622,13.6,16.852,0,-2.8,0,0,-1.3,0,-1.5,0,-0.128,-0.646,-0.562,0.554,0,0,0,619.68,620.26,590.04,0,0,0,13.08,-0.646,27.436,32.328,0.54,347.616,0,0,0,3.266,5.3,7.204,-0.002,-0.972,-1.546,-1.214,17.538,-0.04,-0.02,0,-1.9,21.4,-0.92,5.522,7.366,9.5,10.58,12.58,-0.042,0.414,5.328,3.64,2.96,-0.092,0.488,-0.2,-0.5,352.1,0,0,15.558,10.396,16.654,2.876,3.404,13.82,21.52,13.54,21.96,-0.002,0,0,-0.004,0,-0.012,31.04,-0.216,497.912,0,-29.44,-4.368,-15.624,-0.158,1.36,53.674,-0.024,57.174,42.232,86.558,65.56,17.02,0,-16.424,282.576,-51.22,-2.14,0,-3.04,-0.798,-0.16,1.47,0,0,0,66.278,2.168,-0.018,1.342,-1.2,41.18,1.122,-0.008,-1.514,-1.572,716.02,-0.02,16.766,18.69,500.8,0.4,0,19.66,-0.004,-3.706,-2.084,-0.6,3.32,0,0,19.94,0,407.8,420,0,406.6,413.2,-0.02,26.21,28.938,41.106,33.74,25.992,-2.2,18.246,28.304,0,0,12.022,339.6,-4.3,0,-47.84,477.8,361.96,-0.334,0,0,-1.436,-1.09,-1.798,0,737.4,-0.498,19.696,12.454,594.3,590.42,0,0,30.218,756,405,-2.5,381.1,0,-0.06,-0.73,-0.096,-0.354,-1,-0.6,-0.4,1.268,0.73,0.83,22.492,14.856,628.432,-2.216,-31.576,-3.37,8.402,0,0,0,0,0,0,0,195.354,0,410.812,-0.314,-0.252,50.748,45.028,7.92,9.774,0.23,5.68,75.02,11.48,37.35,96.918,97.63,29.46,8.602
25,-0.548,5.104,8.56,0.21,-0.084,1.474,33.32,-0.18,-2.4,-2.348,-2.994,-3.048,0.094,-0.344,13.316,0.026,0.836,10.664,-58.286,22.168,407,401.2,15.08,298.98,0.148,37.66,26.712,0,229.32,0,238.266,-4.41,-1.928,4.836,-0.36,-0.006,2.12,0.02,-0.17,0.064,-4,0,0,0,0,0,11.1,10.842,10.064,11.8,0,-2.9,0,0,-1.4,0,-1.5,0,-0.198,-0.646,-0.56,0.062,0,0,0,624.66,619.82,590.16,0,0,0,16.14,-0.626,44.33,49.928,0.68,288.576,0,0,0,5.188,1.5,7.202,-0.002,-0.724,-1.776,-1.214,11.482,-0.02,-0.04,0,-1.9,26.5,-1,9.538,8.688,11.86,12.48,18.24,-0.042,0.214,8.39,9.24,6,-0.216,0.75,-0.2,-0.5,295.3,0,0,17.896,9.622,18.12,3.286,4.82,17.02,21.18,23.04,22.1,-0.002,0,0,-0.004,0,-0.01,32.124,0.018,482.68,0,-29.48,-4.4,-15.664,-0.62,0.006,90.692,-0.024,85.114,73.392,106.208,87.46,29.16,0,-16.552,280.17,-51.58,-2.13,-0.002,-2.94,-0.776,-0.16,2.92,0,0,0,91.882,2.31,-0.018,1.532,-1,32.39,1.678,0.016,1.902,1.37,712.8,0,20.972,21.126,501.18,3.836,0.1,29.12,-0.004,-3.418,-1.774,-0.6,7.008,0,0,14.95,0,406.8,419.8,0,406.2,412.8,-0.03,31.31,63.158,62.662,41.132,38.476,-2.2,22.43,30.264,0,0,15.604,339.5,-4.3,0,-48.46,462.8,360.82,-0.354,0,0,-1.436,-1.094,-1.8,0,737.4,-0.474,23.3,14.414,595.2,591.62,0,0,21.002,765.8,403.2,-0.8,372.6,0,0,-0.73,0.342,-0.344,-1,-0.5,-0.3,1.098,5.316,4.464,27.55,20.336,629,-2.208,-31.6,-3.452,10.942,0,0,0,0,0,0,0,244.004,0,386.798,-0.524,-0.618,39.708,40.068,8.438,12.662,0.15,6.406,89.3,12.02,36.426,93.478,96.69,22.82,9.182
26,0.98,6.466,9.684,-0.088,-0.148,1.984,37.22,-0.196,-2.404,-2.35,-2.998,-3.036,-0.326,0.072,16.364,0.658,1.08,7.85,-58.044,18.468,406.2,400.6,16.4,298.98,0.4,48.82,47.196,0,229.446,0,228.942,-4.41,-1.834,6.08,-0.424,-0.006,4.928,0,-0.184,-0.232,-3.98,0,0,0,0,0,8.218,6.06,6.354,8.334,0,-2,0,0,-1.4,0,-1.4,0,-0.196,-0.636,-0.58,-0.266,0,0,0,618.74,614.42,589.92,0,0,0,28.98,-0.61,60.71,67.128,0.88,279.936,0,0,0,10.188,0.76,7.212,-0.002,-0.922,-1.816,-1.214,-1.212,-0.04,-0.02,0,-1.9,-2,-0.908,11.526,9.104,13.62,13.34,17.78,-0.042,0.19,9.23,11.78,8.12,0.04,2.61,-0.2,-0.7,295.3,0,0,15.736,9.366,15.608,10.346,9.646,19.76,27.64,21.26,25.46,-0.002,0,0,-0.004,0,-0.01,39.752,-0.15,481.888,0,-29.384,-4.408,-15.616,0.152,1.256,76.014,-0.024,145.074,91.524,88.874,71.86,27.96,0,-16.576,280.182,-50.08,-2.1,0.84,-2.94,-0.772,-0.16,7.71,0.35,0,0,104.634,-0.09,-0.018,0.648,-1,23.42,21.56,-0.01,12.68,10.84,711.02,-0.02,26.19,24.732,467.44,8.614,1.04,31.96,-0.004,-2.898,-1.472,-0.6,8.224,0,0,15.95,0,407,419.2,0,406.6,412.8,-0.02,35.6,79.518,58.766,48.336,49.274,-2.2,19.214,29.07,0,0,21.434,339.6,-4.4,0,-48.38,488,360.66,-0.344,0,0,-1.442,-1.096,-1.788,0,736.2,-0.48,17.752,11.22,595.42,591.74,0,0,35.39,676.8,373.2,-0.8,268.3,0,0,-0.016,0.89,-0.334,-0.8,-0.6,-0.4,0.336,27.206,23.036,34.03,35.156,627.688,-2.216,-31.48,-3.402,11.06,0,0,0,0,0,0,0,249.596,0,250.884,-0.056,-0.184,26.928,29.208,8.278,10.258,-1.21,-0.618,91.65,20.448,40.642,106.198,101.79,25.28,8.962
27,0.86,9.45,11.98,-0.324,-0.3,3.1,38.04,-0.052,-2.404,-2.358,-3.054,-3.154,-0.32,0.886,11.986,1.816,0.954,6.332,-57.886,23.468,406.2,400,15.74,299.7,0.4,38.52,48.242,0,229.32,0,228.942,-4.41,-1.972,8.778,-0.384,-0.006,5.592,0,-0.17,0.182,-4.01,0,0,0,0,0,8.248,4.348,5.166,7.724,0,-1.8,0,0,-1.3,0,-1.5,0,-0.198,-0.644,-0.488,4.174,0,0,0,616.2,619.8,590.14,0,0,0,37.2,-0.616,69.008,77.488,2.08,287.422,0,0,0,12.312,0.06,7.212,-0.002,-0.968,-1.848,-1.214,-1.212,-0.02,-0.04,0,-1.9,-2,-0.924,15.96,9.908,13.38,12.46,17.44,-0.042,3.644,10.17,14.38,9.5,1.57,3.024,-0.1,-0.6,295.8,0,0,15.124,14.01,15.4,10.426,8.63,29.1,34.64,31.52,30.18,-0.002,0,0,-0.004,0,-0.01,53.798,1.188,481.504,0,-29.304,-4.4,-15.616,0.174,0.504,70.892,-0.024,125.994,72.732,106.298,97.38,26.28,0,-16.464,282.182,-48.74,-2.11,3.914,-3.04,-0.776,-0.16,7.98,1.448,0,0,102.188,1.834,-0.028,1.114,-1.2,17.21,27,-0.01,13.7,12.1,709.02,-0.02,27.264,34.5,451.12,11.76,0.8,28.18,-0.004,-2.206,-1.014,-0.4,5.938,0,0,9.12,0,407,428.8,0,405.8,412,-0.02,34.26,83.838,67.284,46.206,43.95,-2.2,17.268,25.874,0,0,15.576,339.5,-4.2,0,-48.18,489.6,360.82,-0.334,0,0,-1.454,-1.086,-1.808,0,736,-0.478,12.394,5.182,595.34,591.88,0,0,39.356,650.6,403.8,-0.7,252.9,0,0,0.97,1.312,0.548,-1,-0.6,-0.4,-0.052,56.896,48.168,38.25,41.236,627.864,-2.176,-31.384,-3.422,12.708,0,0,0,0,0,0,0,249.64,0,396.004,0.14,0.116,19.788,24.348,11.554,9.674,0.07,-0.516,89.85,22.846,34.654,110.358,77.43,19,10.982
28,2.22,9.614,9.552,-0.312,-0.296,3.22,43,0.044,-2.43,-2.396,-3.146,-3.202,-0.324,1.152,12.628,-0.512,0.344,2.78,-57.056,46.368,405.8,399.6,16.18,301.14,0.196,55.22,51.21,0,229.32,0,228.816,-4.41,-1.858,11.484,-0.196,-0.006,7.252,0,-0.172,5.83,-4.01,0,0,0,0,0,8.582,3.488,4.602,9.898,0,-1.8,0,0,-1.4,0,-1.4,0,-0.076,-0.33,-0.142,9.756,0,0,0,623.7,620.44,589.82,0,0,0,35.64,-0.626,76.192,87.488,0.92,344.304,0,0,0,14.342,0.1,7.214,-0.002,-0.928,-1.592,-1.214,-1.192,-0.04,-0.02,0,-0.7,-2.2,-1.226,14.71,14.504,16.04,15.48,15.16,-0.042,7.032,11.624,12.04,7.76,4.524,4.468,-0.2,-0.7,297.6,0,0,22.806,18.716,25.51,13.06,9.532,19.34,21.22,15.76,20.8,-0.002,0,0,-0.004,0,-0.01,64.448,0.258,481.2,0,-29.32,-4.424,-15.6,1.718,2.476,84.294,-0.024,131.534,88.384,116.146,128.96,28.24,0,-16.4,280.182,-48.48,-2.11,5.736,-2.94,-0.774,-0.16,12.91,4.358,0,0,107.426,7.548,-0.04,6.62,-1,15.15,17.5,-0.01,15.16,12.18,709.22,-0.02,25.96,39.952,479.08,16.184,0.18,28.92,-0.004,-2.266,-1.01,-0.6,6.932,0,0,7.71,0,406.8,428.2,0,405.6,412.2,-0.02,45.87,90.838,68.026,57.094,39.624,-2.2,14.282,22.402,0,0,11.758,339.5,-4.1,0,-48.4,491,361.28,-0.336,0,0,-1.466,-1.084,-1.79,0,730.4,-0.484,8.28,1.888,595.2,591.88,0,0,55.658,601,402.8,-0.8,375.2,0,0,0.064,0.376,5.052,-0.8,-0.6,-0.4,0.3,65.91,57.318,70.71,69.996,626.872,-2.184,-31.344,-3.4,12.382,0,0,0,0,0,0,0,178.372,0,408.018,0.17,0.162,8.448,10.708,12.832,10.218,0.17,1.002,69.27,29.176,22.672,108.598,75.572,13.36,40.202
29,3.1,8.072,14.862,-0.302,-0.288,2.964,59.3,2.058,-2.466,-2.41,-3.15,-3.218,-0.332,1.838,12.092,-0.436,-0.272,3.076,-56.274,41.908,404.8,399,14.86,330.3,-0.084,61.56,60.93,0,229.32,0,228.942,-4.41,-2.052,13.098,0.3,-0.006,7.136,0,-0.178,15.958,-4.01,0,0,0,0,0,7.632,3.56,5.732,8.838,0,-1.9,0,0,-1.3,0,-1.5,0,-0.168,0.268,0.484,19.664,0,0,0,624.92,619.18,590,0,0,0,30.78,-0.562,86.968,103.208,1.58,334.078,0,0,0,11.91,0,7.208,-0.002,-0.982,-1.73,-1.214,-1.212,-0.02,-0.04,0,0,-154.7,-0.676,19.842,18.066,22.24,21.16,23.16,-0.042,14.198,11.854,8.08,6.18,4.538,2.714,-0.2,-0.6,337.2,0,0,30.376,20.54,32.822,6.292,6.864,14.22,18.08,15.58,22.32,-0.002,0,0,-0.004,0,-0.01,62.062,2.026,481.472,0,-29.288,-4.456,-15.608,1.968,3.216,103.614,-0.024,122.594,77.392,132.41,113.78,18.48,0,-16.208,280.164,-48.96,-2.09,6.04,-3.04,-0.774,-0.16,11.93,5.676,0,0,130.604,16.236,-0.034,10.218,-1,8.66,9.86,0.002,19.62,14.78,708.82,-0.02,21.122,35.374,497.68,19.576,0.1,28,-0.004,-2.224,-1.042,-0.6,5.3,0,0,3.24,0,405.8,428.2,0,405,410.8,-0.03,57.98,100.218,76.064,58.548,46.454,-2.2,19.224,31.462,0,0,12.202,339.6,-4.1,0,-48.22,487.4,361.76,-0.334,0,0,-1.45,-1.08,-1.78,0,730.2,-0.484,4.39,0.084,595.6,591.68,0,0,63.988,639.1,403,-0.8,401.7,0,0,1.792,1.408,6.832,-1,-0.6,-0.4,0.15,70.798,59.994,100.19,101.736,626.664,-2.192,-31.352,-3.432,9.67,0,0,0,0,0,0,0,149.27,0,406.068,-0.05,-0.088,8.288,7.548,14.112,11.404,0.11,0.676,58.86,30.912,20.29,112.198,55.37,7.12,53.402
30,3.66,8,13.638,-0.052,-0.068,2.852,62.42,0.434,-2.47,-2.422,-3.194,-3.222,-0.126,2.718,22.552,2.514,0.266,4.51,-56.204,39.128,405.2,399.6,15.3,385.2,-0.13,47.86,54.85,0,229.32,0,228.942,-4.536,-2.03,14.2,-0.048,-0.006,8.304,0,-0.18,15.906,-4,0,0,0,0,0,3.54,0.816,3.084,3.498,0,-2,0,0,-1.4,0,-1.4,0,-0.026,3.72,1.3,22.626,0,0,0,623.1,624.82,590,0,0,0,27.32,-0.044,102.496,122.748,2.96,379.872,0,0,0,10.174,2.48,7.214,-0.002,-0.694,-1.728,3.864,-1.212,-0.04,-0.02,0,0,-154.8,-0.664,20.042,17.206,21.98,22.68,28.1,-0.042,13.67,12.802,11.08,6.64,2.064,1.934,-0.2,-0.7,402.8,0,0,33.328,23.166,33.068,8.15,8.734,18.78,23.94,15.02,19.98,-0.002,0,0,-0.004,0,-0.01,52.228,1.144,481.864,0,-29.224,-4.448,-15.592,1.644,2.796,107.494,-0.024,138.594,79.452,156.004,109.22,19.72,0,-16.032,280.21,-49.04,-2.08,5.864,-2.94,-0.778,-0.16,13.49,6.418,0,0,133.706,19.096,0.024,12.544,-1,14.73,13.56,0.008,27.34,22.38,709.02,-0.02,16.048,21.45,454.08,15.412,0.02,27.64,-0.004,-2.39,-1.06,-0.6,4.994,0,0,3.17,0,406,427.6,0,405.2,410.8,-0.02,70.14,101.618,75.504,49.138,47.382,-2.2,19.288,29.824,0,0,14.474,339.6,-4.1,0,-48.26,491,362.04,-0.37,0,0,-1.434,-1.08,-1.786,0,730.4,-0.484,2.698,-0.77,595.22,591.7,0,0,49.446,611.5,402.8,-0.8,401.1,0,0,4.562,3.402,6.972,-0.8,-0.5,-0.4,-0.114,84.21,72.722,142.19,163.976,623.784,-2.168,-31.176,-3.822,8.916,0,0,0,0,0,0,0,149.334,0,404.828,-0.294,0.032,12.268,11.048,9.74,11.478,0.6,30.58,59.06,21.558,13.72,98.258,43.47,6.7,42.902
31,4.14,15.984,13.036,1.18,1.038,5.76,63.24,2.084,-2.412,-2.226,-3.138,-3.14,0.418,0.59,24.94,15.47,8.032,9.09,-55.906,57.528,406.2,400.6,15.2,350.82,0.458,57.04,54.278,0,229.32,0,229.068,-4.41,-1.898,15.496,0.34,-0.006,9.008,1.354,-0.128,15.388,-4,0,0,0,0,0,2.116,-0.048,1.152,1.822,0,-1.9,0,0,-1.3,0,-1.5,0,-0.152,4.66,2.842,21.524,0,0,0,621.16,620.26,589.96,0,0,0,19.98,0.206,117.248,147.228,4.28,379.728,0,0,0,7.402,1.06,7.22,-0.002,-0.68,-1.788,36.026,29.91,-0.02,-0.04,0,0,-154.5,-0.666,20.4,15.666,21.26,18.98,20.28,-0.042,13.502,14.07,13.04,6.82,1.448,1.468,-0.2,-1.3,403.8,0,0,32.018,29.06,32.602,5.842,6.186,30.14,33,27.06,30.44,-0.002,0,0,-0.004,0,-0.012,43.866,6.196,481.76,0,-29.176,-4.48,-15.56,1.074,0.996,122.254,-0.028,146.554,93.192,182.712,125.36,25.22,0,-16.392,300.402,-48.96,-2.08,5.406,-2.94,-0.776,-0.16,17.93,6.936,0,0,136.262,26.002,0.014,11.606,-1,10.96,20.88,-0.002,34.6,28,709.42,-0.02,17.42,21.758,505.02,14.878,0,21.66,-0.004,-2.498,-1.13,-0.6,6.594,0,0,7.76,0,405.8,427.6,0,405,411,-0.02,84.67,54.918,51.526,28.492,24.72,-2.2,20.156,30.526,0,-0.026,11.706,339.5,-4.1,0,-48.28,498.6,361.4,-0.338,0,0,-1.426,-1.082,-1.794,0,731,-0.48,1.04,-0.852,594.84,591.32,0,0,39.692,628.8,402.6,-0.7,400.8,0,0,9.502,7.014,8.552,-0.8,-0.6,-0.4,0.166,83.998,75.866,161.49,167.196,623.272,-2.176,-31.144,-5.652,13.176,0,0,0,0,0,0,0,348.904,0,404.242,-0.084,0.298,21.568,17.348,11.036,10.908,0.58,32.32,58.33,20.958,21.502,75.738,49.352,10.6,38.262
32,4.22,22.86,19.816,0.68,0.94,9.576,58.54,4.124,-1.854,-1.652,-2.416,-2.092,3.206,0.776,32.384,18.346,12.996,19.104,-56.042,85.208,408.8,403,14.1,385.2,4.86,63.06,59.2,0,229.194,0,228.942,-4.41,-2.046,16.526,0.59,-0.006,14.898,0.58,-0.12,10.778,-3.99,0,0,0,0,0,2.312,3.4,1.656,2.538,0,-2,0,0,-1.4,0,-1.5,0,-0.19,5.86,3.528,17.994,0,0,0,622.58,619.6,589.76,0,0,0,20.08,1.802,114.37,144.468,4.22,379.872,0,0,0,4.62,8.3,18.934,-0.002,-0.822,-1.554,30.17,29.612,-0.04,-0.02,0,0,-155.3,-0.676,19.944,21.968,31.42,23.82,21.08,-0.042,13.818,15.144,11.42,6.4,0.89,1.174,-0.1,-2.1,397.1,0,0,33.766,46.706,34.21,8.072,6.462,27.48,31.14,32.2,39.02,-0.002,0,0,-0.004,0,-0.012,43.89,4.786,481.392,0,-29.336,-4.416,-15.648,0.104,0.624,119.874,-1.398,172.774,138.054,155.288,123.46,23,0,-17.048,298.172,-49.5,-2.1,5.018,-2.94,-0.874,-0.16,19.76,8.088,0,0,135.632,24.476,-0.018,10.582,-1,10.22,10.7,-0.004,26.66,22.06,708.8,0,18.136,23.122,640.72,19.104,1.22,24.46,-0.004,-2.392,-1.15,-0.6,6.884,0,0,15.02,0,407,427.8,0,405.4,410.8,-0.02,78.41,43.578,35.662,36.504,27.088,-2.2,18.36,26.046,0,-0.566,16.53,339.5,-4.1,0,-48.74,569.6,361.88,-0.646,0,0,-1.428,-1.08,-1.778,0,728,-0.482,2.354,4.254,595.4,590.68,0,0,59.004,757,402.2,-0.7,401.5,0,0,23.772,22.964,8.612,-1,-0.6,-0.4,3.288,103.002,99.324,123.77,135.616,624.448,-2.144,-31.248,-6.372,18.126,0,0,0,0,0,0,0,401.048,0,406.09,-0.328,-1.41,38.808,30.728,15.678,16.186,0.39,30.56,59.33,30.94,33.332,77.698,64.91,18.18,48.242
