settlementPeriod,T_ABRBO-1,T_ACHRW-1,T_AFTOW-1,T_AKGLW-2,T_AKGLW-3,T_ANSUW-1,T_ARCHW-1,T_BDCHW-1,T_BEATO-1,T_BEATO-2,T_BEATO-3,T_BEATO-4,T_BEINW-1,T_BHLAW-1,T_BLKWW-1,T_BLLA-1,T_BLLA-2,T_BOWLW-1,T_BPGRD-1,T_BRBEO-1,T_CARR-1,T_CARR-2,T_CASKD-1,T_CDCL-1,T_CGTHW-1,T_CLDCW-1,T_CLDNW-1,T_CLDSW-1,T_CNQPS-1,T_CNQPS-2,T_CNQPS-3,T_CNQPS-4,T_COSO-1,T_COUWW-1,T_CREAW-1,T_CRGHD-1,T_CRGHW-1,T_CRYRW-2,T_CRYRW-3,T_DALQW-1,T_DAMC-1,T_DDGNO-1,T_DDGNO-2,T_DDGNO-3,T_DDGNO-4,T_DIDCB5,T_DIDCB6,T_DINO-1,T_DINO-2,T_DINO-3,T_DINO-4,T_DINO-5,T_DINO-6,T_DNLWW-1,T_DOREW-1,T_DOREW-2,T_DOUGW-1,T_DRAXX-1,T_DRAXX-10G,T_DRAXX-12G,T_DRAXX-2,T_DRAXX-3,T_DRAXX-4,T_DRAXX-5,T_DRAXX-6,T_DRAXX-9G,T_DRSLW-1,T_DUNGW-1,T_EAAO-1,T_EAAO-2,T_EDINW-1,T_EECL-1,T_ERRO-1,T_ERRO-2,T_ERRO-3,T_EWHLW-1,T_FALGW-1,T_FASN-1,T_FASN-2,T_FFES-1,T_FFES-2,T_FFES-3,T_FFES-4,T_FINL-1,T_FOYE-1,T_FOYE-2,T_FOYED-1,T_FSDLW-1,T_GANW-11,T_GANW-13,T_GANW-22,T_GANW-24,T_GLNDO-1,T_GLWSW-1,T_GNAPW-1,T_GNFSW-1,T_GNFSW-2,T_GORDW-1,T_GORDW-2,T_GRAI-6,T_GRAI-7,T_GRAI-8,T_GRAI1G,T_GRAI4G,T_GRGBW-1,T_GRGBW-2,T_GRGBW-3,T_GRIFW-1,T_GRIFW-2,T_GYMR-15,T_GYMR-17,T_GYMR-26,T_GYMR-28,T_GYMRD-16,T_GYMRD-2,T_GYMRD-E10,T_GYMRD-E11,T_GYMRD-W10,T_GYMRD-W11,T_HADHW-1,T_HALSW-1,T_HEYM11,T_HEYM12,T_HEYM2-D,T_HEYM27,T_HEYM28,T_HMGTO-1,T_HMGTO-2,T_HOWAO-1,T_HOWAO-2,T_HOWAO-3,T_HOWBO-1,T_HOWBO-2,T_HOWBO-3,T_HRSTW-1,T_HRTL-1,T_HRTL-2,T_HUMR-1,T_HUMRD-1,T_INDQ-1,T_JGPR-1,T_KEAD-1,T_KEAD-2,T_KEADGT-3,T_KENNW-1,T_KILBW-1,T_KILLPG-1,T_KILLPG-2,T_KLGLW-1,T_KPMRW-1,T_KTHLW-1,T_KYPEW-1,T_LAGA-1,T_LARKS-1,T_LARYW-1,T_LARYW-2,T_LARYW-3,T_LARYW-4,T_LBAR-1,T_LBAR-1G,T_LNCSW-1,T_LNCSW-2,T_MEDP-1,T_MIDMW-1,T_MILWW-1,T_MKHLW-1,T_MOWEO-1,T_MOWEO-2,T_MOWEO-3,T_MRWD-1,T_MYGPW-1,T_NANT-1,T_OMNDW-1,T_PEHE-1,T_PEMB-11,T_PEMB-21,T_PEMB-31,T_PEMB-41,T_PEMB-51,T_PNYCB-1,T_PNYCW-1,T_RCBKO-1,T_RCBKO-2,T_RMPNO-1,T_RMPNO-2,T_ROCK-1,T_RREW-1,T_RRWW-1,T_RYHPS-1,T_SAKNW-1,T_SANQW-1,T_SCCL-1,T_SCCL-2,T_SCCL-3,T_SCCL-4,T_SEAB-1,T_SEAB-2,T_SEEL-1,T_SGRWO-1,T_SGRWO-2,T_SGRWO-3,T_SGRWO-4,T_SGRWO-5,T_SGRWO-6,T_SHBA-1,T_SHBA-2,T_SHRSW-1,T_SHRSW-2,T_SIZB-1,T_SIZB-2,T_SLOY-2,T_SLOY-3,T_SOKYW-1,T_SPLN-1,T_STAY-1,T_STAY-2,T_STAY-3,T_STAY-4,T_STLGW-1,T_STLGW-2,T_STLGW-3,T_STRNW-1,T_SUTB-1,T_SVRP-10,T_SVRP-20,T_TDBNW-1,T_THNTO-1,T_THNTO-2,T_TKNEW-1,T_TKNWW-1,T_TORN-1,T_TORN-2,T_TORN-D,T_TSREP-1,T_TWSHW-1,T_USKM-13,T_WBUGT-1,T_WBUGT-4,T_WBUPS-1,T_WBUPS-2,T_WBUPS-3,T_WBUPS-4,T_WBURB-1,T_WBURB-2,T_WBURB-3,T_WBURB-41,T_WBURB-43,T_WDNSO-1,T_WDNSO-2,T_WDRGW-1,T_WHIHW-1,T_WHILW-1,T_WHILW-2,T_WILCT-1,T_WISTW-2,T_WLNYO-2,T_WLNYO-3,T_WLNYO-4,T_WLNYW-1,T_WTMSO-1
22,77.74,28.236,20.736,51.86,45.368,12.834,19.32,4.72,106.792,120.916,132.332,143.55,59.99,41.874,43.962,13.538,11.51,54.39,-71.61,206.47,401.8,433.8,3.4,419.4,28.722,93.72,100.22,82.34,344.106,327.978,324.576,0,737.442,19.616,17.374,-0.01,44.6,79.718,7.302,32.788,765.11,36.926,35.606,42.21,35.756,728.4,701.6,-1.5,-0.2,-0.5,0,-5.2,-0.3,13.826,71.48,53.708,18.786,0,0,0,644.66,579.24,640.694,0,0,0,36.526,51.548,29.55,29.846,12.02,434.158,0,0,0,8.97,107.16,20.452,20.964,-0.042,-0.022,-1.6,-0.02,16.32,137.2,140.7,-1.062,13.51,4.384,4.72,4.76,6.76,98.716,42.868,-0.006,7.1,3.66,32.88,29.958,412.6,0,441.1,0,0,7.654,4.936,6.958,47.634,53.328,71.82,91.1,118.64,126.28,-0.002,0,0,-0.006,0,-0.006,61.48,22.026,502.336,-14.52,-34.288,650.992,-6.504,25.094,23.556,226.612,249.34,247.572,204.6,226.788,236.38,89.378,588.976,588.512,1145.6,-58.88,-2.3,4.926,638.56,246.58,-0.16,30.07,43.26,-0.926,-0.588,130.48,32.884,2.214,0,-1.6,0,7.86,6.54,4.84,4.94,730.9,-0.1,44.876,47.932,709.96,11.638,17.32,7.58,247.396,177.56,217.096,877.2,14.974,14.694,89.57,0,432.6,443.4,432.8,429,433.8,-0.3,34.81,147.638,131.108,-1.61,-1.664,-2.8,26.142,33.038,663.52,42.53,27.196,367.3,384.2,378.8,-63.9,770.8,382.9,-0.28,0,0,65.446,0,47.776,77.094,795.4,531.8,45.73,62.096,600.54,600.44,0,0,27.904,850.7,292,439.8,442.6,299.9,57.812,51.088,37.544,61.728,-1.2,-0.7,-0.5,17.358,-0.002,-0.002,161.412,143.67,631.416,646.136,-55.528,-2.046,28.306,0,0,0,0,0,0,0,385.65,385.8,386.526,-0.63,-0.566,190.488,185.148,29.456,25.004,81.874,57.48,44.72,36.462,159.088,321.208,307.474,152.76,85.902
23,47.5,24.756,29.848,57.36,54.44,9.656,23.48,5.71,70.11,85.296,93.146,98.81,57.668,40.01,42.462,20.726,14.72,66.418,-70.982,175.11,358.6,433.8,3.28,421.92,28.738,99.32,109.446,60.84,343.98,334.152,299.88,0,738.276,19.608,29.846,-0.01,44.548,108.818,8.722,31.798,751.95,35.634,37.29,37.644,35.41,728.2,700.4,-1.5,-0.3,-0.5,0,254,-0.2,16.758,57,46.344,20.918,0,0,0,644.78,587.28,642.85,0,0,0,43.018,61.65,41.244,46.866,9.24,433.87,0,0,0,10.736,129.3,20.506,20.99,-0.022,-0.042,-1.6,-0.04,16.34,109,22.4,-0.678,11.606,7.104,6.94,7,9.2,98.698,43.306,-0.008,8.94,4.36,35.776,27.634,418.3,0,440.9,0,0,11.63,7.504,10.678,48.25,52.864,55.14,75.02,99.94,118.1,-0.002,0,0,-0.006,0,-0.006,63.52,18.884,501.712,-14.464,-34.288,650.464,-6.536,39.114,28.596,266.172,277.66,283.112,227.88,238.546,210.808,76.8,588.76,588.432,1140.6,-59.048,-2.29,4.748,713.46,124.26,-0.16,48.33,34.408,-0.918,-0.588,125.1,42.886,2.372,0,-1.6,0,12.72,11.12,9.88,10.26,729.7,-0.1,48.948,45.602,709.88,6.87,25.48,14.36,196.816,171.68,242.396,875.4,18.296,14.71,86.63,0,432.4,443.2,432.8,428.8,433.4,0.08,49.07,148.798,133.428,-1.472,-1.672,-3,14.206,14.988,615.04,48.768,28.238,376.5,384.2,399.7,-64,782.2,382.46,-0.28,0,0,61.484,0,36.51,42.796,793.8,531.2,49.422,57.956,600.62,600.22,0,0,23.856,848.5,324.6,438.6,440.8,350.6,59.624,57.494,52.594,61.088,-1.4,-0.8,-0.4,19.366,-0.002,-0.002,175.612,157.576,630.296,645.68,-55.176,-2.046,30.486,0,0,0,0,0,0,0,398.574,399.4,399.438,-0.034,0.042,190.648,186.508,32.814,26.428,63.934,43.92,45.25,41.9,159.064,280.428,306.394,146.68,126.702
24,67.48,23.078,31.32,58.5,52.818,9.748,18.22,14.324,0,-0.578,1.978,-1.816,40.404,39.568,40.214,33.126,29.75,66.682,-70.944,162.21,436,432.8,2.3,421.56,31.852,114.68,123.366,81.94,344.106,340.704,336.924,0,738.034,16.776,27.656,-0.01,40.864,94.064,8.256,17.414,767.8,35.912,31.716,37.73,33.89,730,698.2,-1.5,-0.2,-1.4,0,231.7,-0.3,18.752,56.64,35.736,14.814,0,0,0,645.22,644.86,644.236,0,0,0,52.442,55.21,55.99,55.746,18.9,433.582,0.804,0.752,0,19.152,127.18,20.526,21.01,-0.446,-0.042,-1.6,-0.02,16.356,146.8,147.8,-1.052,9.162,8.668,9.18,8.98,12.24,98.7,31.298,0,10.92,5.02,33.166,30.058,418.1,0,440.5,0,0,16.498,9.352,15.206,62.032,53.942,49.74,59.46,81.06,109.16,-0.002,0,0,-0.006,0,-0.004,60.56,17.33,502.024,-14.472,-34.24,650.88,-6.512,45.734,41.056,227.332,271.84,295.172,195.318,215.372,227.672,63.288,588.52,587.68,1160.4,-59.34,-2.29,4.85,730.37,106.76,-0.17,49.11,45.298,-0.916,-0.588,124.416,30.948,2.646,0,-1.6,0,21.6,17.6,16.54,17.32,730.08,-0.08,36.95,32.018,710.08,15.63,14.54,15.82,216.736,187.92,239.538,875,13.21,14.666,81.24,0,432.6,443.2,433,428.8,433.6,0.1,83.05,119.178,128.706,-0.498,-1.08,-2.8,9.284,20.386,568.44,57.062,28.516,376.4,384.2,399.7,-64.3,779.2,381.76,-0.274,0,0,56.794,0,33.892,77.962,790.4,529.4,44.222,47.422,600.42,600.86,1.782,1.242,25.062,853.2,422.8,437.6,440,416.5,34.768,40.554,32.54,53.068,-1.4,-0.7,-0.5,21.288,1.8,1.8,175.692,151.154,630.56,646.896,-55.176,-2.004,35.89,0,0,0,0,0,0,0,401.132,402.14,401.932,0.468,0.23,186.928,162.048,34.682,26.644,53.844,41.08,45.29,43.8,137.272,178.048,212.894,111.76,81.642
25,66.26,20.082,32.31,50.04,41.328,9.588,19.94,23.756,-0.688,-1.026,-1.312,-1.362,30.18,36.076,34.932,31.628,24.916,50.438,-71.222,147.67,446.4,430.8,-4.8,420.12,32.526,145.36,153.776,66.96,343.98,341.586,336.924,0,735.682,16.908,27.642,-0.01,40.194,100.932,8.548,13.562,766.05,43.852,32.608,47.062,41.134,732,698.4,-1.6,-0.3,212.2,0,289,-0.2,18.508,63.62,42.178,15.576,0,0,0,644.96,644.82,641.45,0,0,0,57.158,53.57,63.614,64.388,13.94,432.862,20.114,20.04,0,16.972,91.7,20.508,20.994,-1.34,-0.022,40.7,-0.04,16.344,148.6,147.8,-1.088,10.026,11.564,12.26,11.28,17.06,98.69,17.038,0,9.94,5.2,36.66,30.76,416.8,0,440.4,0,0,21.892,11.784,19.936,61.26,49.9,66.44,65.9,87.74,94.78,-0.002,0,0,-0.006,0,-0.006,51.48,25,502.16,-14.464,-34.312,651.84,-6.504,37.494,31.896,200.092,204.2,258.412,151.462,234.108,238.724,59.402,588.64,587.848,1233.2,-59.034,-2.26,5.144,729.56,106.64,-0.16,31.9,44.11,-0.912,-0.588,115.52,20.026,2.476,0,-1.8,0,25.04,20.38,19.2,19.4,729.9,-0.1,24.238,22.03,710.06,23.394,14,16.4,165.836,150.1,192.996,874.8,12.74,14.694,52.72,0,432,442.8,432.8,429,433.8,0.11,81.84,100.518,119.348,-1.222,-1.304,-2.8,13.14,26.256,646.28,57.298,27.72,376.5,384.2,399.9,-64.54,773.4,381.26,-0.268,0,0,67.714,0,47.484,96.334,789,529,38.834,36.874,600.46,600.44,30.588,30.542,25.266,867.6,435.8,437.8,439.8,400.2,43.862,54.502,52.042,54.668,-1.2,-0.6,-0.4,20.488,0.7,0.7,152.952,142.792,630.6,645.488,-55.256,-2.016,33.828,0,0,0,0,0,0,0,397.868,399.04,398.818,0.394,0.282,77.108,69.548,34.004,26.446,87.284,62.4,44.76,42.122,121.338,218.588,154.594,45.7,75.902
26,65.7,14.552,35.326,49.64,31.37,7.89,17.28,24.262,-0.614,-0.912,-1.208,-1.218,39.332,19.994,45.35,34.302,29.75,61.146,-71.55,172.27,443.4,429.6,-12.24,417.78,28.934,136.98,153.57,72.82,343.35,340.452,336.168,0,731.104,17.364,21.978,-0.01,41.112,89.834,8.286,19.34,764.11,57.792,48.408,58.872,55.678,734.8,697,-1.5,-0.2,-4.6,0,-5.2,-0.3,18.008,64.16,42.496,27.006,0,0,0,645.04,645.48,636.802,0,0,0,63.318,54.808,76.686,80.788,9.1,432.862,20.11,14.874,0,15.04,71.14,20.45,20.952,-1.334,-0.042,10.38,-0.02,16.306,135.9,76.7,-0.894,10.886,15.024,15.26,15.2,21.88,98.714,20.434,0,9.52,7.12,43.186,32.704,408.6,0,440.5,11.58,10.87,30.058,16.864,28.364,59.558,54.628,78.28,72.3,102.7,100.24,-0.002,0,0,-0.006,0,-0.004,49.08,23.568,502.056,-14.576,-34.448,652.008,-6.552,34.794,31.516,190.412,195.98,184.292,153.46,179.976,195.392,48.95,588.512,587.832,1177,-57.89,-2.28,4.72,703.46,102.04,-0.16,41.62,47.418,-0.906,-0.582,140.606,46.904,2.232,0,-1.4,0,34.64,24.92,24.92,25.04,729.7,-0.1,22.04,23.44,710.42,18.902,11.44,14.62,174.556,159.38,173.676,875.6,10.584,14.72,59.62,0,431.8,442.8,432.4,428.4,433.4,-0.28,57.21,79.178,78.468,2.064,1.448,-2.8,4.542,9.524,694.6,54.336,28.018,376.4,384.2,401.9,-64.46,755.4,381.06,-0.274,0,0,67.88,0,48.618,94.216,742.4,521.2,45.044,40.072,600.6,600.64,30.566,23.016,37.912,882.9,405.4,436.2,439.4,379.5,56.322,57.93,54.11,59.888,-1.4,-0.7,-0.5,19.768,2,2,146.052,161.636,631.68,646.168,-55.496,-2.016,34.986,0,0,0,0,0,0,0,380.796,380.98,381.636,-0.576,-0.416,110.248,130.668,35.1,25.514,121.054,72.04,44.62,50.108,138.984,259.108,216.494,69.74,106.342
27,39.44,15.786,38.118,48.46,29.462,6.38,16.68,22.99,-0.56,-0.848,-1.02,-1.086,70.224,20.414,37.976,30.538,20.444,68.924,-70.994,193.59,437.8,429.6,-14.64,419.4,24.03,166.52,157.712,78.16,343.224,340.956,335.916,0,731.216,17.558,16.212,-0.01,41.22,78.838,7.542,30.01,762.57,53.484,47.316,51.832,50,735.4,696.6,-1.6,266.7,-4.6,0,108.7,-0.2,17.232,68.9,52.068,27.276,0,0,0,645.02,644.88,641.52,0,0,0,63.118,49.288,97.958,100.268,11.26,434.446,20.094,0,0,10.892,76.02,20.488,20.994,-1.024,-0.022,-1.58,-0.04,16.34,108.9,0,-0.56,9.202,21.208,21.7,19.72,30,98.722,32.462,0,10.54,4.7,44.138,30.294,415.6,0,440.7,27.96,29.23,42.404,25.394,39.996,65.514,67.468,71.96,60.96,66.08,58.92,-0.002,0,0,-0.004,0,-0.006,24.6,22.056,501.424,-14.544,-34.296,649.912,-6.52,31.534,31.776,186.032,172.86,159.852,131.126,197.208,188.38,53.524,588.256,587.856,1202.8,-57.782,31.57,4.292,729.26,110.02,-0.16,28.66,50.074,-0.91,-0.586,148.614,39.33,2.23,0,-1.4,0,44.86,31.92,32.82,33.26,730.28,-0.08,23.628,27.782,710.2,36.856,16.62,12.8,186.836,189.82,185.856,874.2,8.9,14.67,58.05,0,431.2,442.2,432.2,428.2,433.2,1.97,50.76,72.098,81.466,1.456,1.384,-2.8,7.736,4.2,705.68,49.298,27.986,376.4,384.2,401.6,-64.42,773.4,380.76,-0.284,0,0,67.362,0,48.696,90.64,786.6,524.4,48.15,42.338,600.06,600.08,30.582,0,29.766,881.3,433.6,436.2,438.8,386.4,53.346,44.39,32.998,55.068,-0.8,-0.7,-0.4,18.532,3.8,3.8,137.63,100.752,630.472,643.776,-55.144,-2.026,36.636,0,0,0,0,0,0,0,396.43,396.88,397.128,-0.33,-0.348,159.308,150.308,34.272,26.388,94.912,60.82,45.05,46.212,130.016,304.208,215.554,85.98,111.422
28,38.3,12.112,26.186,53.64,34.052,4.682,17.84,11.12,-0.474,-0.736,-0.922,-0.942,42.736,23.23,40.486,29.006,27.966,52.386,-72.078,156.13,418.8,429.4,-16.16,317.52,22.528,167.7,149.758,109.72,282.492,278.838,278.586,0,732.222,11.466,15.52,-0.01,42.448,70.388,6.932,27.884,751.58,46.668,37.406,44.544,44.206,736.6,697,-1.6,138.1,-4.7,0,-5.2,-0.3,13.51,11.712,10.192,5.702,0,0,0,644.54,643.46,628.856,0,0,0,62.858,32.708,150.342,156.548,13.98,433.87,1.858,0,0,12.134,73.24,20.512,19.816,-1.354,-0.042,-1.58,-0.02,16.28,109,0,-0.536,9.224,34.204,34.18,32.12,49,98.714,38.794,0,29.54,15.42,49.81,34.346,387.8,0,440.8,26.11,29.2,66.992,39.482,63.754,67.194,65.316,81.7,66.82,98.3,67.28,-0.002,0,0,-0.006,0,-0.006,27.36,22.54,502.168,-14.64,-34.568,654.248,-6.528,34.414,36.296,162.032,148.82,181.992,110.824,194.248,158.936,76.25,588.216,588.096,1170.4,-58.322,133.95,4.856,696.56,132.72,-0.16,50.12,61.126,-0.902,-0.574,115.84,27.87,1.422,0,-1.8,0,71.08,54.76,52.52,50.52,729.7,-0.1,26.278,31.07,710.34,39.804,9.66,14.68,241.856,247.6,247.576,873.8,17.702,14.708,78.16,0,430.4,441.8,431.8,427.6,432.6,0.67,48.95,81.978,67.168,44.674,46.464,-2.8,51.668,37.486,702,52.988,28.436,361.5,368.4,387.3,-64.78,719.8,381.72,-0.282,0,0,65.652,0,45.82,57.564,680,513,44.918,41.664,599.54,600.86,34.274,1.034,22.566,880.5,402.2,403.4,409.2,364,57.092,46.02,27.726,60.968,-0.8,-0.7,-0.5,14.256,5.9,5.9,100.672,96.794,632.856,645.024,-55.552,-2.006,36.592,0,0,0,0,0,0,0,354.866,355.92,355.196,-1.786,-1.156,143.048,142.948,33.164,26.55,40.546,20.656,44.94,33.978,152.982,322.048,269.254,96.36,59.162
29,46.82,15.9,21.17,39.9,21.272,8.64,11.14,-0.18,-0.462,-0.682,-0.894,-0.898,61.358,21.964,40.946,25.938,22.666,51.014,-71.658,138.91,420,430,-16.18,212.4,19.87,151.82,135.474,87.54,284.76,283.752,262.584,0,732.09,14.848,20.16,-0.01,42.862,60.484,5.596,33.904,758.52,43.374,31.862,43.486,41.904,736.2,696.4,-1.5,168.8,-4.7,0,-5.2,16.5,13.574,-0.502,-0.416,13.77,0,0,0,645.22,643.92,643.244,0,0,0,59.868,40.688,205.918,201.328,9.62,432.286,15.416,0,0,5.354,73.9,21.074,7.24,-1.338,-0.022,-1.6,-0.04,16.336,109,0,-0.514,10.716,48.026,52.44,44.86,47.28,98.69,43.12,0,19.8,10.26,45.27,5.02,419.2,0,441.5,27.97,29.23,60.012,84.452,58.178,65.196,72.706,83.78,67.32,83.64,61.7,-0.002,0,-0.002,-0.008,0,-0.006,33.66,14.148,500.92,-14.576,-34.136,649.344,-6.528,26.274,29.856,148.092,148.9,149.352,109.612,193.026,185.332,73.744,587.368,587.896,1133.4,-58.454,125.97,4.674,610.66,158.38,-0.16,50.93,60.058,-0.896,-0.57,105.238,30.334,1.764,0,-1.4,0,79.98,65.44,77.66,77.54,730.3,-0.1,29.854,32.172,710.6,43.664,9.1,11.38,214.456,259.48,274.616,873.6,13.96,14.718,75.33,0,431.6,442.2,432,428,432.8,-0.04,52.56,110.678,95.488,14.79,23.93,-2.8,54.636,59.92,697.54,38.834,25.804,330.5,323.8,325.3,-64.4,775.2,380.18,-0.272,0,0,50.534,0,40.838,65.452,636.4,458,39.792,34.67,600.14,600.36,40.772,30.984,34.302,855.6,419.4,429.6,419.6,308.5,42.38,44.344,33.638,62.528,-0.6,-0.7,-0.4,12.262,22.3,22.3,100.252,101.652,630.264,642.112,-55.048,-2.006,35.262,0,0,0,0,0,0,0,342.558,366.92,370.098,0.122,0.102,180.468,182.168,28.328,26.622,84.882,36.36,42.33,33.256,162.802,321.428,305.414,140.2,90.762
30,56.46,25.028,31.198,33.16,18.626,9.194,8.42,-0.172,-0.572,-0.67,-0.868,-0.88,49.368,21.964,49.788,19.666,20.542,61.81,-71.622,189.25,430.8,431.2,-17.26,344.88,27.784,141.88,93.256,62.2,292.698,290.808,277.2,0,732.054,18.564,11.922,-0.01,42.918,50.566,7.034,25.254,749.46,44.538,34.994,41.372,43.692,735.2,695.6,-1.5,300.3,266.8,0,-5.1,300,13.986,-0.484,-0.398,16.942,0,0,0,645.24,641.46,643.454,0,0,0,49.79,67.688,100.43,101.448,8.64,431.278,23.616,0,0,5.908,68.62,21.07,7.24,-1.32,-0.858,-1.58,-0.02,16.332,109,0,-0.516,10.216,27.506,30.9,25.22,25.28,98.698,35.824,0,10.76,5.16,47.216,0.012,421.4,0,442,27.97,29.27,33.298,48.46,33.138,53.708,63.038,69.16,53.02,75.52,67.88,-0.002,0,-0.002,-0.008,0,-0.004,55.66,9.994,501.704,-14.52,-34.096,647.336,-6.496,21.874,20.956,108.732,112.7,122.312,92.916,151.708,138.69,61.034,588.144,587.496,1133,-59.012,3.6,4.712,630.76,125,-0.16,49.55,47.938,-0.902,-0.578,147.77,59.224,1.836,0,-1.6,0,32,22.78,28.12,27.8,729.1,-0.1,25.164,28.43,710.34,22.378,17.42,8.98,270.436,240.78,272.876,872,7.662,14.678,73.47,0,431.4,442.2,432.2,428.4,433.2,-1.43,61.34,91.058,93.326,9.362,13.438,-2.8,21.268,25.826,697.1,43.052,28.23,342.2,360.1,370.6,-64.38,775.8,379.7,-0.27,0,0,45.392,0,37.548,49.23,781.2,520.6,35.712,32.048,600.32,600.5,16.04,18.788,24.608,847.7,433,434,437.2,407.1,49.482,46.454,43.566,59.388,-0.8,-0.7,-0.5,15.924,37.6,37.6,104.472,111.852,629.128,643.888,-54.984,-1.986,35.676,0,0,0,0,0,0,0,377.706,429.26,430.42,-0.146,-0.24,172.168,183.688,34.712,26.63,98.522,56.56,39.64,39.192,164.356,317.568,296.034,155.02,94.822
31,61.46,25.706,27.53,34.78,23.148,10.146,11.9,-0.158,-0.656,-0.676,-0.868,-0.888,21.054,38.028,47.462,24.074,23.282,66.456,-73.09,222.29,430.8,431.6,-22.72,382.68,22.712,129.36,106.384,77.76,265.608,301.14,275.814,0,724.624,14.766,8.566,-0.01,41.264,52.866,7.914,21.278,730.34,41.928,42.138,45.128,41.11,734.4,695.4,-1.6,128.4,300.1,0,-5.3,300.1,5.956,-0.472,-0.392,22.04,0,0,4.35,644.92,644.62,631.094,0,-4.35,0,31.056,55.65,41.026,46.008,5.68,430.99,1.372,0,0,4.604,61.68,20.65,18.166,-1.338,-1.116,-1.6,-0.04,16.29,109,0,-0.516,3.008,13.864,16.44,15,16.18,98.742,27.136,0,9.42,3.82,45.446,10.01,390.7,0,441.9,26.3,29.28,20.998,22.714,20.542,36.526,48.478,72.64,55.96,68.32,62.82,-0.002,0,0,-0.008,0,-0.006,41.16,16.194,501.704,-14.688,-34.304,648,-6.536,35.414,37.936,114.472,90.54,91.132,82.82,145.734,133.154,50.05,588.064,588.408,1133.2,-60.73,16.94,5.35,729.66,106.68,-0.16,44.12,41.444,-0.898,-0.574,167.588,55.876,0.526,0,-1.6,0,24.98,19.04,19.92,19.82,731.1,-0.1,24.096,22.758,709.84,14.504,12.9,9.18,296.416,275.74,272.276,871.6,4.874,14.684,83.75,0,431,442.2,432.2,427.6,432.8,-1.28,76.2,83.678,87.488,4.038,3.82,-6.6,11.288,15.206,697.92,36.654,27.136,375.6,326.8,336.1,-64.98,730.8,379.96,-0.278,0,0,37.174,0,31.558,69.604,747,465.2,41.564,30.362,599.66,600.46,0,0,34.078,846.9,433,433.6,364.6,339.8,44.19,45.174,34.99,62.328,-0.6,-0.7,-0.4,7.634,16.6,16.6,90.792,99.436,627.344,644.856,-55.328,-1.954,36.836,0,0,0,0,0,0,0,369.288,380.08,380.04,-1.308,-0.38,175.968,182.728,33.186,26.55,55.99,38.92,39.75,47.83,167.448,322.048,317.034,166.14,162.682
32,41.44,31.338,28.794,47.06,33.404,9.064,12.48,9.226,-0.65,-0.664,-0.866,-0.882,33.932,20.748,45.492,25.488,24.638,72.436,-72.984,232.95,353.6,431.8,-21.44,324,24.812,111.1,106.572,49.2,251.874,260.064,266.238,0,729.994,18.574,9.868,-0.008,36.9,34.544,6.456,31.576,764.97,40.576,33.778,39.656,37.958,733.6,694.6,-1.5,209.2,300,0,-5.1,300,11.798,35.222,30.25,37.372,0,0,31.804,645.04,644.68,639.77,0,-31.804,0,37.758,57.07,30.996,35.266,6.18,430.99,0.228,0.776,2.514,8.62,52.68,20.404,20.968,-1.32,90.062,-1.6,-0.02,16.318,119.7,47.2,-0.71,3.324,10.546,10.08,11.32,13.5,98.694,29.398,0,8.28,3.62,53.646,31.794,413.1,0,441.9,27.32,29.32,21.356,14.892,21.358,25.322,29.482,70.48,75.7,82.42,80.82,-0.002,0,-0.002,-0.006,0,-0.006,37.28,25.642,501.264,-14.56,-34.176,646.152,-6.56,70.114,79.276,109.432,96.56,86.852,90.662,154.43,154.606,51.954,588.912,588.648,1133.8,-60.568,133.76,5.678,721.36,103.4,-0.16,44.87,46.422,-0.898,-0.572,166.876,36.506,0.954,0,-1.6,0,16.06,12.14,12.72,12.82,730.3,-0.1,26.576,26.412,710.12,22.556,14.34,12.04,297.796,287.3,280.116,870.4,3.92,14.724,89.2,0,431.2,442.6,431.8,428.4,433,-4.97,57.1,76.398,80.426,-1.12,-1.42,29.2,7.714,8.514,698,30.804,26.888,314.9,307.4,343.2,-64.4,760.4,379.44,-0.258,0,0,47.082,0,31.88,58.994,746.4,384.2,45.6,29.994,599.96,600.52,2.48,1.31,24.046,826.6,409.6,434.2,314.3,282.8,49.934,54.506,31.562,62.668,-0.8,-0.7,-0.4,7.93,8,8,92.472,95.01,627.664,643.504,-55.168,-1.966,36.9,0,0,0,0,0,0,0,383.636,393.9,394.286,-0.216,0.036,141.188,136.008,30.692,26.6,36.17,39.38,42.18,34.016,173.632,321.868,317.554,162.96,159.582
