settlementPeriod,T_ABRBO-1,T_ACHRW-1,T_AFTOW-1,T_AKGLW-2,T_AKGLW-3,T_ANSUW-1,T_ARCHW-1,T_BDCHW-1,T_BEATO-1,T_BEATO-2,T_BEATO-3,T_BEATO-4,T_BEINW-1,T_BHLAW-1,T_BLKWW-1,T_BLLA-1,T_BLLA-2,T_BOWLW-1,T_BPGRD-1,T_BRBEO-1,T_CARR-1,T_CARR-2,T_CASKD-1,T_CDCL-1,T_CGTHW-1,T_CLDCW-1,T_CLDNW-1,T_CLDSW-1,T_CNQPS-1,T_CNQPS-2,T_CNQPS-3,T_CNQPS-4,T_COSO-1,T_COUWW-1,T_CREAW-1,T_CRGHD-1,T_CRGHW-1,T_CRYRW-2,T_CRYRW-3,T_DALQW-1,T_DAMC-1,T_DDGNO-1,T_DDGNO-2,T_DDGNO-3,T_DDGNO-4,T_DIDCB5,T_DIDCB6,T_DINO-1,T_DINO-2,T_DINO-3,T_DINO-4,T_DINO-5,T_DINO-6,T_DNLWW-1,T_DOREW-1,T_DOREW-2,T_DOUGW-1,T_DRAXX-1,T_DRAXX-10G,T_DRAXX-12G,T_DRAXX-2,T_DRAXX-3,T_DRAXX-4,T_DRAXX-5,T_DRAXX-6,T_DRAXX-9G,T_DRSLW-1,T_DUNGW-1,T_EAAO-1,T_EAAO-2,T_EDINW-1,T_EECL-1,T_ERRO-1,T_ERRO-2,T_ERRO-3,T_EWHLW-1,T_FALGW-1,T_FASN-1,T_FASN-2,T_FFES-1,T_FFES-2,T_FFES-3,T_FFES-4,T_FINL-1,T_FOYE-1,T_FOYE-2,T_FOYED-1,T_FSDLW-1,T_GANW-11,T_GANW-13,T_GANW-22,T_GANW-24,T_GLNDO-1,T_GLWSW-1,T_GNAPW-1,T_GNFSW-1,T_GNFSW-2,T_GORDW-1,T_GORDW-2,T_GRAI-6,T_GRAI-7,T_GRAI-8,T_GRAI1G,T_GRAI4G,T_GRGBW-1,T_GRGBW-2,T_GRGBW-3,T_GRIFW-1,T_GRIFW-2,T_GYMR-15,T_GYMR-17,T_GYMR-26,T_GYMR-28,T_GYMRD-16,T_GYMRD-2,T_GYMRD-E10,T_GYMRD-E11,T_GYMRD-W10,T_GYMRD-W11,T_HADHW-1,T_HALSW-1,T_HEYM11,T_HEYM12,T_HEYM2-D,T_HEYM27,T_HEYM28,T_HMGTO-1,T_HMGTO-2,T_HOWAO-1,T_HOWAO-2,T_HOWAO-3,T_HOWBO-1,T_HOWBO-2,T_HOWBO-3,T_HRSTW-1,T_HRTL-1,T_HRTL-2,T_HUMR-1,T_HUMRD-1,T_INDQ-1,T_JGPR-1,T_KEAD-1,T_KEAD-2,T_KEADGT-3,T_KENNW-1,T_KILBW-1,T_KILLPG-1,T_KILLPG-2,T_KLGLW-1,T_KPMRW-1,T_KTHLW-1,T_KYPEW-1,T_LAGA-1,T_LARKS-1,T_LARYW-1,T_LARYW-2,T_LARYW-3,T_LARYW-4,T_LBAR-1,T_LBAR-1G,T_LNCSW-1,T_LNCSW-2,T_MEDP-1,T_MIDMW-1,T_MILWW-1,T_MKHLW-1,T_MOWEO-1,T_MOWEO-2,T_MOWEO-3,T_MRWD-1,T_MYGPW-1,T_NANT-1,T_OMNDW-1,T_PEHE-1,T_PEMB-11,T_PEMB-21,T_PEMB-31,T_PEMB-41,T_PEMB-51,T_PNYCB-1,T_PNYCW-1,T_RCBKO-1,T_RCBKO-2,T_RMPNO-1,T_RMPNO-2,T_ROCK-1,T_RREW-1,T_RRWW-1,T_RYHPS-1,T_SAKNW-1,T_SANQW-1,T_SCCL-1,T_SCCL-2,T_SCCL-3,T_SCCL-4,T_SEAB-1,T_SEAB-2,T_SEEL-1,T_SGRWO-1,T_SGRWO-2,T_SGRWO-3,T_SGRWO-4,T_SGRWO-5,T_SGRWO-6,T_SHBA-1,T_SHBA-2,T_SHRSW-1,T_SHRSW-2,T_SIZB-1,T_SIZB-2,T_SLOY-2,T_SLOY-3,T_SOKYW-1,T_SPLN-1,T_STAY-1,T_STAY-2,T_STAY-3,T_STAY-4,T_STLGW-1,T_STLGW-2,T_STLGW-3,T_STRNW-1,T_SUTB-1,T_SVRP-10,T_SVRP-20,T_TDBNW-1,T_THNTO-1,T_THNTO-2,T_TKNEW-1,T_TKNWW-1,T_TORN-1,T_TORN-2,T_TORN-D,T_TSREP-1,T_TWSHW-1,T_USKM-13,T_WBUGT-1,T_WBUGT-4,T_WBUPS-1,T_WBUPS-2,T_WBUPS-3,T_WBUPS-4,T_WBURB-1,T_WBURB-2,T_WBURB-3,T_WBURB-41,T_WBURB-43,T_WDNSO-1,T_WDNSO-2,T_WDRGW-1,T_WHIHW-1,T_WHILW-1,T_WHILW-2,T_WILCT-1,T_WISTW-2,T_WLNYO-2,T_WLNYO-3,T_WLNYO-4,T_WLNYW-1,T_WTMSO-1
22,87.34,17.34,13.114,51.48,36.514,6.954,3.43,17.982,115.792,122.312,165.14,165.204,9.076,34.126,39.886,20.862,16.344,44.622,-70.026,211.83,422.4,418.6,8.54,-4.32,4.91,82.94,70.258,60.88,232.47,333.522,330.624,0,-2.34,7.658,1.664,-0.01,24.44,59.782,5.398,9.918,545.35,96.89,80.264,98.458,94.304,708,678.8,-1.6,-0.2,-0.5,0,-5.3,-0.2,14.108,-0.486,-0.368,7.99,0,0,0,644.88,644.72,645.2,0,0,0,25.41,27.608,300.778,331.808,15.18,424.51,0,0,0,7.778,118.36,-0.006,-0.002,-0.042,-0.042,-1.62,-0.04,16.334,0,-154.4,-0.636,8.698,54.586,53.66,58.02,47.2,-0.042,9.648,0,46.54,22.74,23.652,31.58,-2.5,0,382.5,0,0,86.88,87.848,89.45,73.132,64.294,133.76,140.86,141.88,141.96,-0.002,0,0,-0.004,0,-0.004,17.24,25.374,504.104,400.752,-33.992,651.432,-6.808,103.674,102.336,395.472,397.02,392.352,386.162,420.502,423.756,83.682,583.448,590.696,692.698,-60.198,-2.21,4.908,616.96,-1.31,-0.16,24.33,29.544,-0.954,-0.61,54.204,15.554,1.242,1.468,-1.6,0,109.54,102.88,80.32,89,729.3,-0.1,117.518,132.828,700.06,16.918,12.58,6.576,298.238,283.62,280.838,847,22.594,14.724,63.06,0,432.6,443.6,435.4,431.2,422.8,-0.01,58.43,275.358,264.948,95.916,68.82,-2.4,23.532,26.286,-2.692,30.298,29.69,365.3,369.7,-2.4,-61.38,542,367.2,-0.324,0,0,48.812,0,39.406,78.634,777,522,138.436,146.408,601.28,597.68,0,0,15.014,898.2,422.8,427,427.3,427.4,67.266,65.024,50.758,47.846,-0.4,-0.8,-0.6,15.862,42.8,42.8,400.852,408.676,627.968,-20.008,-44.288,-1.89,28.236,0,0,0,0,0,0,0,0.062,413.04,409.768,-0.062,0.012,143.388,144.128,29.592,21.698,43.288,22.7,-7.48,31.702,157.792,309.226,268.374,100.9,190.822
23,91.96,15.636,12.14,57.04,49.964,3.446,3.96,13.072,114.374,112.23,165.212,165.204,11.76,48.626,40.668,17.226,12.4,40.486,-69.688,210.19,422.8,418.2,8.42,-4.32,4.792,121.28,111.296,80.22,233.604,333.144,330.624,0,-2.342,8.956,0.712,-0.01,12.308,75.044,8.836,16.578,481.22,96.904,80.274,98.438,94.262,707.2,678.8,-1.5,-0.3,-0.5,0,-5.3,-0.3,21.308,-0.464,-0.354,13.622,0,0,0,644.44,644.58,645.21,0,0,0,35.694,27.11,265.738,301.248,15.54,422.638,0,0,0,4.812,123.76,-0.008,-0.002,-0.042,-0.022,-1.62,-0.02,16.338,0,-54.8,-0.354,10.566,50.886,51.42,56.98,45.46,-0.042,19.066,0,39.58,19.2,53.628,36.84,-2.4,0,386.4,0,0,76.478,83.144,80.014,71.71,62.94,134.48,141.26,141.8,141.14,-0.002,0,0,-0.006,0,-0.004,26.28,23.462,504.792,401.224,-33.984,650.632,-6.808,102.174,101.716,395.432,396.86,392.252,386.76,419.92,422.506,83.174,582.896,590.336,692.674,-60.22,-2.23,2.59,561.76,-1.346,-0.16,25.31,32.964,-0.952,-0.606,61.376,14.43,2.396,1.37,-1.6,0,88.2,81.04,66.7,72.1,729.9,-0.1,114.712,132.512,700,13.726,18.08,7.9,298.138,283.6,280.638,847,23.64,14.706,58.21,0,432.8,442.4,434.8,430.2,422.6,0.03,63.79,275.418,265.928,88.092,66.374,-2.4,19.426,20.268,-3.284,23.316,29.536,365.5,369.8,-2.5,-61.2,487.4,369.72,-0.298,0,0,48.772,0,39.408,78.6,776,520.8,138.612,140.362,601.3,598.08,0,0,9.09,879.2,423,428.4,431.6,426.6,43.758,49.256,35.428,45.266,-0.6,-0.9,-0.6,21.956,45.2,45.2,400.61,408.816,627.584,-19.048,-43.48,-1.874,25.626,0,0,0,0,0,0,0,0.06,417.38,414.952,-0.06,-0.352,133.548,151.588,29.044,21.802,49.05,19.58,-7.42,21.814,158.156,306.106,292.654,115.62,187.882
24,63.92,19.854,12.298,59.7,58.878,5.35,3.14,8.806,114.932,118.874,165.174,165.176,16.764,32.762,38.9,14.55,10.36,36.586,-69.098,205.71,407.4,402.8,10.52,-4.32,2.642,140,142.254,56.84,232.092,332.01,332.01,0,-2.338,12.032,4.588,-0.01,14.194,85.006,8.534,8.242,481.13,96.914,80.266,98.456,94.284,707.4,678.8,-1.6,-0.2,-0.5,0,-5.3,-0.2,21.14,-0.452,-0.344,12.256,0,0,0,643.04,644.24,644.968,0,0,0,33.12,25.05,274.776,314.188,14.42,422.638,0,0,0,4.83,127.54,-0.006,-0.002,-0.022,-0.042,-1.62,-0.04,16.334,0,0,-0.152,6.116,52.946,54.82,59.86,49.82,-0.042,13.012,0,38.46,17.24,14.532,13.926,-2.4,0,368.4,0,0,85.212,82.058,87.63,65.612,67.726,130.96,135.48,139.2,133.3,-0.002,0,0,-0.004,0,-0.004,58.2,17.422,504.36,400.76,-34.016,651.64,-6.824,103.394,100.636,395.152,396.54,392.272,386.842,417.876,422.478,71.636,582.688,590.024,692.874,-60.304,-2.27,6.7,351.76,-1.356,-0.16,30.21,21.69,-0.952,-0.604,72.442,21.124,2.58,1.766,-1.6,0,80.9,72.54,58.04,62.76,729.5,-0.1,114.788,130.714,699.46,17.028,15.54,7.096,298.178,283.74,280.738,847,14.478,14.714,55.2,0,426.2,434.4,428.6,425.2,423,-0.02,46.15,273.358,264.428,91.538,60.792,-2.2,17.152,22.046,-2.854,24.518,30.036,365.4,369.9,-2.6,-60.84,517.4,364.8,-0.29,0,0,48.792,0,39.416,78.61,776,524.4,138.466,145.426,601.1,598.44,0,0,16.768,827.6,422.2,427.6,430.9,426.5,36.482,38.074,30.702,35.726,-0.4,-0.8,-0.5,21.448,50.1,50.1,400.252,406.676,628.768,-19.096,-43.608,-1.894,34.032,0,0,0,0,0,0,0,0.062,411.88,413.672,-0.062,-0.412,128.708,145.888,30.586,21.082,52.336,14.04,-7.24,31.516,156.778,309.746,302.274,104.28,188.102
25,75.1,15.778,10.476,57.92,60.296,3.39,4.06,11.662,114.326,122.002,163.998,164.564,16.882,37.062,34.042,9.992,8.048,34.644,-68.886,207.07,316.6,413.4,15.86,-4.32,0.772,130.32,137.65,61.84,233.1,332.892,330.876,0,-2.44,13.76,8.742,-0.01,9.302,77.728,10.532,14.012,480.77,96.886,80.266,98.43,94.236,712.4,678,-1.5,147.5,-0.5,0,-5.2,-0.3,19.794,22.816,15.536,17.752,0,0,0,644,644.72,644.598,0,0,0,21.59,10.27,308.874,336.968,7.64,422.638,0,0,0,4.38,129.24,-0.006,-0.002,-0.042,-0.022,-1.62,-0.02,16.338,0,81.2,-0.428,9.85,57.104,57.64,61,43.48,-0.042,17.842,-0.018,51.62,24.24,7.19,6.894,-2.3,0,369.1,0,0,79.434,87.79,82.85,50.746,52.802,120.86,120.18,134.8,119.28,-0.002,0,0,-0.004,0,-0.004,44.36,20.46,504.68,401.4,-34.096,650.04,-6.856,103.474,101.776,395.092,396.6,392.312,386.53,418.552,422.682,61.358,582.344,591.184,691.262,-59.206,-2.29,7.076,350.76,-1.352,-0.16,29.03,6.758,-0.954,-0.604,90.49,19.036,2.536,1.748,-1.4,0,76.02,64.92,53.16,56.66,729.3,-0.1,109.712,128.304,669.2,19.804,7.92,13.576,296.878,283,280.658,800.6,8.994,14.728,63.99,0,431.4,423,416.4,430.4,422.8,-0.28,34.19,274.298,258.888,91.292,70.362,-2.4,20.654,24.886,-2.744,17.92,29.71,364.3,369.8,-2.8,-61.28,488.6,368.94,-0.3,0,0,48.788,0,39.378,78.592,745.2,522.8,139.556,150.26,601.58,597.98,0,0,19.84,828.8,425.8,427,430.6,425,27.676,25.472,24.418,30.246,-0.6,-0.9,-0.6,20.306,44.7,44.7,399.812,407.716,627.976,-19.056,-43.672,-1.884,36.842,0,0,0,0,0,0,0,0.06,420.26,416.872,-0.06,-0.372,125.448,148.268,23.104,18.472,36.87,10.42,-7.08,31.33,155.838,312.466,309.574,113.36,189.882
26,91.7,16.848,11.44,54.96,54.104,4.566,3.298,16.066,105.358,98.916,161.352,159.662,25.118,38.828,16.922,10.848,9.812,39.862,-68.788,212.93,397.6,418.6,19.8,-4.68,2.082,111.2,126.73,82.82,229.32,332.514,331.002,0,-2.33,9.664,6.356,-0.01,16.564,60.536,7.964,15.616,480.97,96.924,80.274,98.454,94.3,712,678.2,-1.6,150.1,-0.5,0,-5.3,-0.3,16.288,64.66,45.864,24.346,0,0,0,643.98,645.12,644.912,0,0,0,11.454,12.95,309.262,337.388,7.06,355.102,0,0,0,10.18,110.16,-0.006,-0.002,-0.022,-0.042,-1.6,-0.04,16.328,0,147.8,-0.622,8.092,55.406,55.08,53.14,39.66,-0.042,24.78,-0.018,44.08,22.32,6.916,7.756,-2.4,0,355.9,0,0,76.026,88.176,76.094,50.676,51.918,113.74,112.32,124.18,106.3,-0.002,0,0,-0.006,0,-0.004,20.94,23.2,504.408,400.784,-34.144,651.6,-6.88,102.314,100.916,395.072,396.64,392.292,386.862,420.624,423.072,41.542,582.288,590.864,690.87,-60.226,-2.29,7.732,350.76,-1.372,-0.16,23.07,11.272,-0.952,-0.602,79.268,16.614,2.152,1.852,-1.8,0,93.38,83.7,70.72,74.66,730.68,-0.08,102.122,119.524,655.78,32.918,15.54,7.85,281.738,275.7,271.598,725,5.776,14.668,73.44,0,432.4,442.6,436,432,423.2,0,41.22,273.058,259.908,48.938,42.314,-2.2,12.75,14.864,-2.636,25.9,29.842,364.9,369.9,-2.9,-61.22,479.2,366.92,-0.296,0,0,48.784,0,39.4,78.612,773.8,520.2,139.368,150.2,601.64,598.66,0,0,15.6,828.7,426.2,426.8,429.5,425.8,22.996,26.686,27.666,39.146,-0.4,-0.9,-0.6,16.836,40.7,40.7,399.872,401.876,628.576,-19.08,-43.608,-1.904,31.256,0,0,0,0,0,0,0,-0.042,416.88,414.22,-0.058,-0.34,102.828,117.688,13.862,19.026,38.63,16.92,-6.35,23.65,157.242,309.848,314.674,112.48,190.862
27,92.74,17.716,9.92,46.78,34.556,8.094,3.36,2.808,104.894,109.832,157.098,159.458,25.228,60.62,26.11,16.75,13.062,45.418,-68.496,212.93,414.8,411.4,19.9,13.86,5.542,130.74,111.366,51.1,233.1,331.758,329.994,0,-2.354,9.358,4.352,-0.01,25.394,43.784,5.316,14.676,480.94,96.898,80.244,98.402,94.268,712.2,678,-1.5,-0.3,-0.4,0,-5.2,-0.2,13.116,68,56.492,23.534,0,0,0,643.02,644.5,644.85,0,0,0,10.228,22.99,299.916,333.388,11.22,300.958,0,0,0,7.562,66.26,-0.006,-0.002,-0.042,-0.022,-1.62,-0.02,16.334,0,147.8,-0.63,9.394,50.946,49.86,54.28,41.1,-0.042,22.698,-0.018,48.12,22.36,17.042,20.27,-2.3,0,360.2,0,0,73.872,70.556,72.754,13.634,20.04,108,107.14,116.72,101.94,-0.002,0,0,-0.004,0,-0.004,14.68,8.41,505.224,401.256,-34.096,650.824,-6.872,104.074,102.276,394.792,396.04,392.212,383.128,419.296,421.692,63.302,582.576,591.016,691.114,-60.246,-2.29,7.916,350.86,-1.37,-0.16,25.61,30.166,-0.948,-0.604,82.522,18.366,1.452,1.768,-1.6,0,91.28,80.6,74.18,79.26,729.88,-0.08,97.34,108.396,700.8,39.066,21.62,4.62,256.378,257.24,245.898,808,14.014,14.73,63.28,0,429.6,438.6,435.8,432.2,422.6,-0.41,59.45,271.178,259.708,42.218,33.8,-2.4,28.762,17.578,-2.48,21.494,26.046,365.4,369.9,-2.8,-61.1,495,365.62,-0.288,0,0,48.814,0,39.334,78.466,789.6,529.8,138.042,148.138,601.38,598.32,0,0,9.426,828.7,426,426.4,429.8,425.6,41.364,46.792,39.012,36.966,-0.6,-0.9,-0.6,12.828,55.1,55.1,399.392,399.596,628.632,-19.048,-43.496,-1.984,25.87,0,0,0,0,0,0,0,-2.138,416.88,414.624,-0.062,-0.284,114.808,150.448,8.916,18.118,59.71,25.8,-5.14,16.756,157.628,300.168,303.614,126.4,191.702
28,76.08,9.268,6.578,48.68,32.936,5.876,3.1,4.196,90.894,89.226,119.376,116.802,44.534,45.224,20.816,14.076,1.82,43.954,-68.344,214.01,409,407,17.4,114.48,10.604,96.98,87.562,41.92,264.978,290.43,289.926,0,-5.29,9.422,0.876,-0.01,14.094,47.404,6.376,17.076,480.83,96.894,80.274,98.446,94.25,712.6,678.4,-1.6,-0.3,-0.5,0,21.6,-0.3,8.438,56,48.464,22.368,0,0,0,639.42,643.96,644.88,0,0,0,14.432,26.608,277.414,313.688,13.5,261.216,0,0,0,12.262,47.46,-0.008,-0.002,-0.022,-0.042,-1.62,-0.04,16.342,0,126.9,-0.594,2.918,52.264,51.34,54.64,48.44,-0.042,26.044,-0.016,42.7,19.18,50.29,36.806,-2.4,0,365.3,0,0,79.256,67.628,78.42,22.528,34.776,99.4,101.62,121.68,102.2,-0.002,0,0,-0.004,0,-0.004,33.88,12.952,506.184,401.664,-34.136,652.2,-6.904,104.214,102.296,395.112,395.86,392.252,384.24,419.736,422.692,64.768,582.248,590.72,720.084,-61.718,-2.3,6.95,350.76,-1.772,-0.16,19.18,57.644,-0.942,-0.598,75.018,26.468,1.042,1.844,-1.4,0,86.82,77.02,63.44,67.84,730.3,-0.1,91.278,110.68,678.24,30.044,32.18,4.68,295.158,241.58,246.658,763.2,17.03,14.718,83.91,0,420,425.6,436.6,432.2,424,0.03,65.39,271.698,261.308,37.982,39.998,-2.2,30.872,25.886,-2.214,16.456,17.116,364.8,369.9,-3,-61.36,498.2,369.16,-0.272,0,0,48.786,0,39.39,78.58,687.2,466.6,138.218,145.606,601.34,598.72,0,0,4.632,826.5,426,426.6,429.8,425.5,48.244,50.234,44.774,41.026,-0.4,-0.9,-0.7,7.426,60.6,60.6,393.452,376.876,627.672,-19.04,-43.36,-2.024,14.83,0,0,0,0,0,0,0,-2.238,420.66,418.67,-0.062,-0.19,120.808,144.948,9.26,12.974,50.7,22.56,-5.47,12.418,158.936,305.928,312.734,129.28,191.422
29,76.12,16.284,9.094,34.4,25.994,4.406,3.236,4.57,84.798,64.77,81.268,92.302,35.854,55.958,20.474,10.838,-0.314,49.912,-68.69,213.67,422.2,418.8,17.94,135.9,10.116,73.54,55.106,43.62,334.782,311.472,329.742,0,12.3,4.592,1.77,-0.01,27.612,29.004,4.236,6.586,527.45,96.916,80.284,98.44,94.324,712,678,-1.5,-0.2,-0.5,0,182.6,-0.2,7.106,77.02,64.622,13.874,0,0,0,643.72,645.24,645.292,0,0,0,25.272,33.47,277.1,317.608,13.66,401.614,0,0,0,7.348,59.16,-0.006,-0.002,-0.042,-0.042,-1.62,-0.02,16.34,0,147.9,-0.602,2.26,48.528,45.16,48.44,39.34,-0.042,12.006,-0.016,38.74,18.48,37.102,27.29,-2.4,0,361.7,0,0,76.934,69.034,76.818,42.604,41.522,118,117.76,126.32,113.5,-0.002,0,0,-0.004,0,-0.004,34.56,15.66,506.056,402,-34.216,655.296,-6.888,103.994,102.216,395.072,396.54,392.332,384.988,412.518,423.686,40.616,581.6,591.096,718.888,-60.844,-2.28,6.882,442.36,-3.802,-0.16,11.99,20.898,-0.948,-0.604,92.212,10.252,0.648,1.15,-1.8,0,86.16,76.38,61.68,65.92,730.28,-0.08,58.98,90.09,700.2,19.952,24.74,7.572,186.738,153.14,160.718,843.4,7.204,14.704,83.61,0,433.8,442.4,436.2,432,424,0,51.88,273.518,253.388,45.446,43.508,-2.4,24.566,24.472,-3.598,18.792,16.548,364.4,369.9,-3.8,-60.7,592.2,368.38,-0.27,0,0,48.786,0,39.394,78.614,780.8,520.8,139.056,147.92,601.76,598.34,0,0,6.736,827.2,426.2,426.6,429.8,425.6,30.572,38.838,38.728,38.066,-0.6,-1,-0.6,8.824,49.6,49.6,389.072,392.436,626.536,-19.04,-43.328,-2.054,9.728,0,0,0,0,0,0,0,-3.686,407.52,408.29,-0.014,-0.21,128.508,148.528,9.218,10.22,40.26,15.08,-4.86,14.94,156.188,288.408,277.854,127.16,191.022
30,57.74,18.488,8.824,26.82,21.472,2.75,2.88,3.578,80.494,70.44,66.724,58.492,29.812,30.356,13.566,11.758,-0.314,51.832,-68.912,209.39,423.2,419.8,18.04,262.26,8.444,47.78,57.772,37.58,334.908,317.898,329.994,0,103.178,7.338,1.972,-0.01,39.266,29.91,4.99,8.596,660.89,96.902,80.26,98.446,94.168,712.6,678.6,-1.6,6.6,-1.4,0,-5.2,-0.3,8.434,80.58,61.47,8.82,0,0,0,645.08,644.8,644.728,0,0,0,14.486,16.848,285.194,327.488,11.3,422.638,0,0,0,4.244,55.4,-0.006,-0.002,-0.042,-0.022,-1.62,-0.04,16.354,2,147.7,-0.638,1.282,50.164,47.6,51.32,47.72,1.012,12.17,-0.008,37.56,18.96,42.178,28.736,-2.3,0,402.8,0,0,72.886,69.228,73.264,53.454,49.8,93.6,91.42,112.9,91.92,-0.002,0,0,-0.004,0,-0.006,31.3,12.726,505.488,401.72,-34.176,653.544,-6.872,102.974,101.856,395.172,396.68,392.132,386.516,412.54,417.586,40.662,582.496,590.76,718.886,-60.524,-2.28,6.4,674.46,-3.708,-0.16,12.8,25.77,-0.95,-0.604,50.868,4.268,0.798,0.266,-1.4,0,91.58,83.26,66.28,70.8,730.1,-0.1,48.444,107.656,700.94,14.85,32.44,6.826,204.498,181.24,145.118,843.2,4.866,14.692,75.55,0,434.2,442.6,436.6,432.2,424,0.02,74.15,275.038,261.908,65.942,69.424,-2.2,34.556,29.052,0.978,21.236,20.93,364.4,370,-3.8,-60.04,526.6,370.3,-0.288,0,0,48.782,0,39.386,78.58,788.8,530,139.218,147.088,601.62,598.7,0,0,12.44,820.2,426.6,427,430.7,426.5,25.884,42.36,43.344,45.588,-0.6,-0.9,-0.6,9.04,45.5,45.5,399.392,391.076,624.056,-19.08,-43.088,-2.104,14.362,0,0,0,0,0,0,0,-7.004,405.76,416.236,0.004,-0.076,74.808,109.388,13.846,17.426,21.506,10.38,-30.63,21.2,153.994,285.988,265.454,121.74,189.622
31,46.18,17.498,12.172,36.98,31.91,3.56,4.44,17.128,78.748,75.932,97.27,108.692,34.068,31.95,16.476,7.284,-0.294,49.474,-69.25,200.49,438.2,434,17.6,334.62,12.67,44.98,50.614,43.16,279.594,277.2,330.372,0,399.16,11.432,2.892,-0.01,37.146,43.734,6.186,9.192,485.49,96.882,80.272,98.428,94.338,712.2,678.6,-1.6,291.3,96.6,0,-5.1,-0.2,8.558,66.88,48.78,10.548,0,0,0,644.44,645.14,644.7,0,0,0,21.154,32.188,305.062,337.368,3.2,396.862,0,0,0,2.106,77.54,-0.006,1.45,-0.022,-0.042,-1.62,-0.02,16.33,148.3,147.6,-1.104,4.5,53.924,58.6,63.74,58.8,97.958,15.364,-0.008,40.94,19.48,34.806,27.354,-2.4,0,320.4,0,0,75.952,76.73,74.74,51.96,38.538,83,84.42,107.44,90.62,-0.002,0,0,-0.006,0,-0.004,34.02,23.388,505.552,401.832,-34.112,656.232,-6.728,101.614,101.716,394.952,396.46,392.292,387.04,412.296,418.776,43.91,582.992,591.032,717.288,-60.532,-2.29,6.596,452.86,-3.618,-0.16,10.75,20.832,-0.946,-0.602,76.608,6.66,0.878,0.362,-1.4,0,97.78,90.8,86.42,95.08,730.08,-0.08,52.84,102.464,701.32,6.972,30.28,7.14,184.898,165.96,145.898,843.6,5.88,14.664,71.31,0,433.6,442.4,436.4,432.2,423.8,-0.15,80.44,275.218,259.608,94.196,90.53,-2.2,32.626,27.304,66.18,22.542,20.68,364.1,369.8,-3.9,-60.16,482.8,364.7,-0.276,0,0,48.786,0,39.378,78.55,670.8,531,138.778,149.406,601.04,598.88,0,0,13.88,829.1,427.2,427.8,430.8,426.2,23.75,42.412,44.868,43.866,-0.6,-0.9,-0.6,9.046,51.8,51.8,398.672,382.136,625.168,-19.616,-43.424,-1.974,15.254,0,0,0,0,0,0,0,70.2,368.64,412.632,-0.8,-0.212,85.888,94.188,13.248,14.996,22.294,15.3,-64.34,22.046,152.722,243.888,257.994,116.58,189.782
32,41.8,24.686,11.624,38.14,31.902,3.988,5.36,14.644,88.412,82.316,124.802,126.508,12.586,34.16,14.552,12.808,-0.27,45.634,-69.91,179.45,438.8,434.6,19.9,341.46,5.814,39.66,53.41,26.54,277.704,279.09,325.458,0,595.726,14.578,3.186,-0.01,31.386,56.22,8.54,10.658,519.83,96.892,80.164,98.36,94.178,712.4,678.4,-1.5,300.3,270.3,0,-5.2,191.1,6.72,68.26,49.876,9.928,0,0,0,645.18,644.72,644.926,0,0,0,29.822,27.768,315.188,338.308,2.08,388.366,0.696,0,0.594,5.112,82.18,-0.006,20.982,-0.042,-0.022,-1.6,-0.04,16.346,148.6,147.9,-1.128,4.924,63.468,68.72,71.74,67.12,64.914,18.834,-0.012,38.56,20.44,37.148,29.782,-2.3,0,315.1,0,0,93.752,85.594,92.764,42.312,19.276,90.28,96.02,130.7,117.74,-0.002,0,0,-0.006,0,-0.006,34.9,24.03,505.304,401.16,-33.688,653.88,-5.896,99.814,100.876,394.272,396.32,392.352,380.424,407.62,411.676,34.314,581.872,590.696,718.52,-60.302,-2.23,5.404,351.07,-3.752,-0.17,25.93,34.886,-0.958,-0.606,116.796,9.634,0.734,0.76,-1.6,0,93.94,84.12,76.52,86.56,730.3,-0.1,61.596,91.938,701.22,5.802,26.84,14.328,198.498,205.64,192.058,844,6.152,14.654,69.98,0,434,443.6,437,432.2,424.2,0.08,74.38,272.238,249.588,68.828,76.568,-2.2,25.73,24.866,208.74,29.324,26.602,361.7,369.7,-3.8,-60.2,563.4,367.82,-0.27,0,0,48.78,0,39.33,77.826,701.6,523.6,134.274,131.128,602.1,598.48,0,0,13.464,832.7,427.2,428.6,431.8,426.6,14.684,27.204,29.178,43.306,-0.4,-0.9,-0.7,6.786,60.5,60.5,372.752,377.776,624.416,-19.536,-43.312,-1.894,29.424,0,0,0,0,0,0,0,104.51,376.48,417.968,-0.19,0.132,90.268,108.268,12.476,18.032,38.526,14.18,-67.9,21.408,158.192,266.188,281.114,129.52,190.442
