settlementPeriod,T_ABRBO-1,T_ACHRW-1,T_AFTOW-1,T_AKGLW-2,T_AKGLW-3,T_ANSUW-1,T_ARCHW-1,T_BDCHW-1,T_BEATO-1,T_BEATO-2,T_BEATO-3,T_BEATO-4,T_BEINW-1,T_BHLAW-1,T_BLKWW-1,T_BLLA-1,T_BLLA-2,T_BOWLW-1,T_BPGRD-1,T_BRBEO-1,T_CARR-1,T_CARR-2,T_CASKD-1,T_CDCL-1,T_CGTHW-1,T_CLDCW-1,T_CLDNW-1,T_CLDSW-1,T_CNQPS-1,T_CNQPS-2,T_CNQPS-3,T_CNQPS-4,T_COSO-1,T_COUWW-1,T_CREAW-1,T_CRGHD-1,T_CRGHW-1,T_CRYRW-2,T_CRYRW-3,T_DALQW-1,T_DAMC-1,T_DBAWO-1,T_DBAWO-2,T_DBAWO-3,T_DBAWO-4,T_DBAWO-5,T_DDGNO-1,T_DDGNO-2,T_DDGNO-3,T_DDGNO-4,T_DIDCB5,T_DIDCB6,T_DINO-1,T_DINO-2,T_DINO-3,T_DINO-4,T_DINO-5,T_DINO-6,T_DNLWW-1,T_DOREW-1,T_DOREW-2,T_DOUGW-1,T_DRAXX-1,T_DRAXX-10G,T_DRAXX-12G,T_DRAXX-2,T_DRAXX-3,T_DRAXX-4,T_DRAXX-5,T_DRAXX-6,T_DRAXX-9G,T_DRSLW-1,T_DUNGW-1,T_EAAO-1,T_EAAO-2,T_EDINW-1,T_EECL-1,T_ERRO-1,T_ERRO-2,T_ERRO-3,T_EWHLW-1,T_FALGW-1,T_FASN-1,T_FASN-2,T_FERGD-1,T_FERGD-2,T_FFES-1,T_FFES-2,T_FFES-3,T_FFES-4,T_FINL-1,T_FOYE-1,T_FOYE-2,T_FOYED-1,T_FSDLW-1,T_GANW-11,T_GANW-13,T_GANW-22,T_GANW-24,T_GLNDO-1,T_GLWSW-1,T_GNAPW-1,T_GNFSW-1,T_GNFSW-2,T_GORDW-1,T_GORDW-2,T_GRAI-6,T_GRAI-7,T_GRAI-8,T_GRAI1G,T_GRAI4G,T_GRGBW-1,T_GRGBW-2,T_GRGBW-3,T_GRIFW-1,T_GRIFW-2,T_GYMR-15,T_GYMR-17,T_GYMR-26,T_GYMR-28,T_GYMRD-16,T_GYMRD-2,T_GYMRD-E10,T_GYMRD-E11,T_GYMRD-W10,T_GYMRD-W11,T_HADHW-1,T_HALSW-1,T_HEYM11,T_HEYM12,T_HEYM2-D,T_HEYM27,T_HEYM28,T_HMGTO-1,T_HMGTO-2,T_HOWAO-1,T_HOWAO-2,T_HOWAO-3,T_HOWBO-1,T_HOWBO-2,T_HOWBO-3,T_HRSTW-1,T_HRTL-1,T_HRTL-2,T_HUMR-1,T_HUMRD-1,T_INDQ-1,T_JGPR-1,T_KEAD-1,T_KEAD-2,T_KEADGT-3,T_KENNW-1,T_KILBW-1,T_KILLPG-1,T_KILLPG-2,T_KLGLW-1,T_KPMRW-1,T_KTHLW-1,T_KYPEW-1,T_LAGA-1,T_LARKS-1,T_LARYW-1,T_LARYW-2,T_LARYW-3,T_LARYW-4,T_LBAR-1,T_LBAR-1G,T_LNCSW-1,T_LNCSW-2,T_MEDP-1,T_MIDMW-1,T_MILWW-1,T_MKHLW-1,T_MOWEO-1,T_MOWEO-2,T_MOWEO-3,T_MRWD-1,T_MYGPW-1,T_NANT-1,T_NNGAO-1,T_OMNDW-1,T_PEHE-1,T_PEMB-11,T_PEMB-21,T_PEMB-31,T_PEMB-41,T_PEMB-51,T_PNYCB-1,T_PNYCW-1,T_RCBKO-1,T_RCBKO-2,T_RMPNO-1,T_RMPNO-2,T_ROCK-1,T_RREW-1,T_RRWW-1,T_RYHPS-1,T_SAKNW-1,T_SANQW-1,T_SCCL-1,T_SCCL-2,T_SCCL-3,T_SCCL-4,T_SEAB-1,T_SEAB-2,T_SEEL-1,T_SGRWO-1,T_SGRWO-2,T_SGRWO-3,T_SGRWO-4,T_SGRWO-5,T_SGRWO-6,T_SHBA-1,T_SHBA-2,T_SHRSW-1,T_SHRSW-2,T_SIZB-1,T_SIZB-2,T_SLOY-2,T_SLOY-3,T_SOKYW-1,T_SPLN-1,T_STAY-1,T_STAY-2,T_STAY-3,T_STAY-4,T_STLGW-1,T_STLGW-2,T_STLGW-3,T_STRNW-1,T_SUTB-1,T_SVRP-10,T_SVRP-20,T_TDBNW-1,T_THNTO-1,T_THNTO-2,T_TKNEW-1,T_TKNWW-1,T_TORN-1,T_TORN-2,T_TORN-D,T_TSREP-1,T_TWSHW-1,T_USKM-13,T_WBUGT-1,T_WBUGT-4,T_WBUPS-1,T_WBUPS-2,T_WBUPS-3,T_WBUPS-4,T_WBURB-1,T_WBURB-2,T_WBURB-3,T_WBURB-41,T_WBURB-43,T_WDNSO-1,T_WDNSO-2,T_WDRGW-1,T_WHIHW-1,T_WHILW-1,T_WHILW-2,T_WILCT-1,T_WISTW-2,T_WLNYO-2,T_WLNYO-3,T_WLNYO-4,T_WLNYW-1,T_WTMSO-1
22,0.23,1.346,6.788,11.6,11.69,0.478,3.32,1.826,3.064,1.72,4.762,5.35,2.028,1.03,1.928,9.254,4.342,25.148,-45.738,137.75,404.2,411.2,12.68,221.4,0.18,26.28,32.022,18.18,-4.788,0,-4.41,-3.78,-1.758,-0.002,0.934,-0.006,-0.232,26.624,3.676,7.934,-3.87,0,0,0,0,0,87.278,75.878,74.04,81.288,0,-0.8,0,0,-1.3,0,-1.5,0,3.858,-0.514,-0.43,7.274,0,0,0,0,641.42,487.02,0,0,0,3.66,0.358,337.742,328.108,3.38,-2.16,0,0,0,3.388,0,-0.006,-0.002,-0.566,-1.744,-0.042,-0.042,-0.02,-0.02,0,26,0,-0.554,0.02,66.646,80,80.84,79.22,-0.042,11.272,0.438,54.02,31.76,2.7,2.108,0,-2.2,-1,0,0,132.172,136.614,128.74,1.458,1.896,89.96,0,116.68,0,-0.002,0,0,-0.002,0,-0.008,0,2.782,490.112,532.432,-35.432,631.976,0,48.86,31.596,48.054,28.194,86.434,37.122,289.478,272.54,3.92,574.376,573.712,241.66,-43.26,-2.1,8.584,-1.64,605.18,-0.16,12.91,2.384,-0.76,-0.546,19.622,15.716,0.328,12.438,-1,35.11,123.18,112.94,103.22,96.28,-2.48,-0.02,34.038,53.58,-3.256,9.556,1.82,3.16,-0.004,15.918,10.418,-0.6,0.512,0,0,48.67,0,366.6,345.6,0,412.4,412.2,-0.02,48.43,208.578,114.662,166.824,119.356,0,8.334,12.084,0,7.93,6.08,-5.5,340.4,0,-38.84,-2.928,-1.994,-0.652,0,0,8.498,2.992,4.582,3.772,-2.884,-0.456,61.172,48.494,591.32,594,0,0,11.104,540.7,-0.6,206,196.1,0,4.128,3.858,2.084,1.592,-1,-0.5,-0.4,5.538,71.348,70.116,153.152,161.656,625.056,640.552,-54.392,-1.3,3.52,0,0,0,0,0,0,0,0.04,0,-2.142,-0.04,-0.058,88.768,82.028,6.52,3.25,-34.12,18.3,2.13,6.382,75.55,93.838,118.252,57.6,88.162
23,-0.208,1.806,6.046,10.34,11.802,0.364,3.04,2.038,3.99,1.516,6.182,5.408,3.12,0.29,2.002,10.638,4.528,24.3,-45.276,135.29,207.2,208.4,12.02,302.76,1.54,31.48,36.14,20.12,-4.788,0,-4.536,-3.78,-1.776,0.044,3.358,-0.006,-0.284,22.634,3.046,6.632,-3.86,0,0,0,0,0,75.49,66.91,60.922,69.588,0,-0.8,0,0,-1.2,0,-1.4,0,3.934,-0.514,-0.44,6.244,0,0,0,0,643.2,493.8,0,0,0,2.76,0.056,336.598,327.108,4.38,-0.864,0,0,0,4.008,0,-0.006,-0.002,-0.874,-1.612,-0.022,-0.022,-0.04,-0.04,0,52.2,0,-0.716,0.314,58.744,70.26,76.84,78.26,-0.042,8.132,1.248,45.34,27.52,3.864,3,0,-2.3,-1,0,0,98.034,121.468,98.516,0.81,1.226,83.1,0,101.5,0,-0.002,0,0,-0.002,0,-0.006,0,2.462,491.904,534.464,-35.352,634.848,0,33.902,30.836,102.254,9.798,46.254,39.912,328.26,267.52,5.2,575.016,575,318.054,-42.82,-2.1,8.662,-1.64,748.22,-0.16,9.8,4.42,-0.762,-0.546,17.368,15.31,0.41,10.626,-1,38.12,106.36,103.62,91.84,85.8,-2.48,-0.02,43.602,69.402,-3.278,7.466,1,2.26,-0.004,24.578,13.998,-0.6,0.716,0,0,45.17,0,414.6,274.2,0,407.4,411,-0.03,61.47,182.198,115.644,143.938,104.346,0,7.782,15.21,0,8.924,4.674,-5.4,340.5,0,-38.84,-2.936,-2.13,-0.344,0,0,10.17,5.19,9.978,9.132,-2.83,-0.472,53.848,40.236,592.16,594.02,0,0,12.074,571.9,-0.5,196.4,196.3,0,5.712,4.8,3.6,2.112,-1,-0.5,-0.4,6.866,56.496,59.464,179.992,153.036,623.904,641.4,-54.248,-1.3,3.16,0,0,0,0,0,0,0,0.042,0,-2.136,-0.042,-0.064,80.768,81.928,8.474,3.282,27.64,18,2.22,7.082,74.278,98.958,130.39,59.48,95.382
24,0.66,1.922,5.26,10.32,12.638,0.464,3.04,1.912,4.36,2.378,6.304,5.29,6.108,-0.494,5.584,9.884,5.286,23.704,-45.066,118.85,210.6,176.8,11.92,375.48,1.02,31.26,26.822,17.36,-4.662,0,-4.41,-3.78,-1.782,1.936,1.956,-0.006,0.89,13.352,1.908,7.218,-3.87,0,0,0,0,0,69.996,63.638,57.574,65.078,0,-0.8,0,0,-1.3,0,-1.5,0,4.004,-0.456,0.05,5.286,0,0,0,0,638.62,474.46,0,0,0,3,0.648,303.462,301.428,6.22,-0.576,0,0,0,4.344,0,-0.006,-0.002,-0.992,-1.564,-0.514,-0.942,-0.02,-0.02,0,103,51.2,-0.968,0.44,51.666,60.46,62.26,52.62,-0.042,12.32,0.952,29.02,17.34,3.92,3.33,0,-2.3,-0.9,0,0,85.026,110.146,81.91,-0.334,-0.508,76.2,0,88.46,0,-0.002,0,0,-0.004,0,-0.008,0,2.504,492.584,534.44,-35.488,635.992,0,41.238,31.276,172.114,31.31,27.854,71.526,349.514,338.32,6.98,574.096,574.968,304.064,-41.34,-2.11,8.568,-1.74,802.58,-0.16,9.47,4.632,-0.762,-0.546,18.076,18.546,0.592,11.06,-1.2,24.32,91.32,89.86,83.8,79.28,-2.48,-0.02,68.032,75.966,-3.362,5.74,2.9,1.9,-0.004,25.198,14.918,-0.4,1.336,0,0,46,0,413.8,230.2,0,407.4,411,-0.02,67.04,156.438,81.184,107.1,85.968,0,14.148,23.802,0,8.95,3.814,-5.4,340.4,0,-38.78,-2.97,-1.682,-0.346,0,0,9.302,6.798,10.1,11.378,-2.802,-0.502,61.152,50.144,591.9,593.8,0,0,12.53,773.7,-0.5,213.4,213,0,4.152,4.058,2.942,8.41,-0.8,-0.6,-0.4,5.796,41.294,47.254,138.672,94.836,624.224,641.352,-54.384,-1.26,3.992,0,0,0,0,0,0,0,0.042,0,-2.336,-0.042,-0.066,79.308,79.648,7.91,2.932,53.97,20.66,1.81,7.816,72.516,90.978,131.532,50.18,88.342
25,3.2,1.192,4.764,5.66,6.794,0.544,5.72,0.93,3.248,2.336,6.364,5.106,6.162,0.28,8.5,11.43,6.366,26.068,-45.356,99.89,264.6,177,12.24,255.42,1.86,32.12,26.846,22.5,-4.914,0,-4.41,-3.78,-1.762,4.16,-0.542,-0.006,2.416,10.572,1.528,6.692,-3.9,0,0,0,0,0,59.396,49.05,50.898,51.256,0,-0.8,0,0,-1.1,0,-1.5,0,4.036,4.784,3.55,6.074,0,0,0,0,633.82,451.1,0,0,0,5.12,0.908,205.822,216.348,7.66,-0.576,0,0,0,3.564,0,-0.006,-0.002,-0.654,-1.922,-0.042,-1.254,-0.04,-0.04,0,-1.9,43.8,-1.036,1.184,53.146,61.14,64.42,50.9,-0.042,10.452,1.014,42.42,25.62,3.124,2.496,0,-2.2,-2.1,0,0,91.79,114.982,88.686,-0.166,0.178,80.42,0,102.26,0,-0.002,0,0,-0.004,0,-0.006,0,1.64,493.04,534.32,-35.632,636.64,0,26.054,23.876,278.714,115.314,20.674,181.196,395.162,378.56,8.46,574.624,574.256,327.658,-41.62,-2.13,8.618,-1.64,806.52,-0.16,9.22,4.558,-0.762,-0.546,19.798,15.812,0.662,9.786,-1,24.4,95.98,95.52,91.3,87.42,-2.68,-0.02,39.852,43.27,-3.528,7.062,5.78,2.42,-0.004,24.058,12.458,-0.6,1.43,0,0,40.03,0,413.4,220.6,0,407.2,410.2,-0.02,75.54,220.498,136.904,129.518,80.68,0,17.472,26.012,0,6.946,3.46,-5.4,340.4,0,-38.84,-2.966,-1.69,-0.346,0,0,7.788,7.358,8.278,7.656,-2.788,-0.548,22.388,18.55,592.26,593.98,0,0,12.9,779.5,-0.6,235.8,228.2,0,3.002,2.062,1.752,11.392,-0.8,-0.5,-0.4,8.306,58.99,65.548,93.272,66.436,625.872,642.856,-54.56,-1.25,3.724,0,0,0,0,0,0,0,0.042,0,-2.234,-0.042,-0.068,86.868,83.588,7.03,2.58,35.89,15.38,1.85,7.776,71.382,118.258,143.612,48.26,54.122
26,2.68,1.59,4.77,7.08,7.036,0.872,6.92,0.78,1.732,1.42,5.68,4.664,10.066,9.08,6.488,7.046,4.902,28.432,-44.09,97.63,177.2,176.8,12.24,373.14,1.64,35.26,32.702,15.34,-5.544,0,-4.41,-3.78,-1.8,3.95,-0.022,-0.006,2.79,16.592,1.368,7.372,-3.91,0,0,0,0,0,44.786,34.42,34.282,39.046,0,-0.8,0,0,-1.2,0,-1.4,0,5.17,2.592,0.374,6.626,0,0,0,0,626.74,434.3,0,0,0,4.76,1.65,172.58,179.308,11.82,-0.72,0,0,0,6.394,0,-0.006,-0.002,-0.88,-1.838,-0.022,34.47,-0.02,-0.02,0,-1.9,137.6,-0.972,2.28,43.906,55.72,66.92,65.22,-0.042,10.052,1.654,28,16.22,2.822,1.496,0,-2.3,-2.3,0,0,99.45,89.03,93.39,-0.452,0.754,65.68,0,102.52,0,-0.002,0,0,-0.002,0,-0.006,0,2.2,492,533.696,-35.552,634.128,0,34.004,12.896,276.094,280.814,46.154,335.756,354.96,351.46,9.72,574.088,574.352,246.458,-41.8,-2.13,7.94,-1.74,795.56,-0.16,11.52,4.412,-0.762,-0.544,28.22,16.15,0.612,9.128,-1,18.78,90.22,87.9,90.08,84.04,-2.28,-0.02,57.83,67.924,-3.706,6.116,5.1,3.12,-0.004,22.618,13.098,-0.6,1.476,0,0,48.07,0,406.8,220.4,0,407.4,411.4,-0.02,105.48,162.698,104.044,162.838,121.358,0,17.852,25.012,0,8.214,3.668,-5.5,340.5,0,-38.62,-2.964,-1.682,-0.336,0,0,6.598,4.662,6.452,4.91,-2.778,-0.532,56.426,27.142,593.08,593.58,0,0,15.92,646,-0.5,196.6,196,0,4.264,4.156,3.388,10.132,-1,-0.6,-0.3,8.092,65.07,67.132,59.97,48.636,626.936,641.192,-54.424,-1.258,3.998,0,0,0,0,0,0,0,0.042,0,-2.034,-0.042,-0.068,91.408,81.748,8.464,2.704,43.75,21.56,8.14,7.978,68.474,121.258,135.95,51.94,95.702
27,3.88,1.142,5.966,14.36,16.914,1.102,8.06,2.412,0.808,0.804,3.334,3.656,5.764,8.314,9.45,3.826,3.134,26.238,-40.178,69.71,177.2,177,12.24,263.88,3.54,35.36,39.572,18.28,-5.67,0,-4.41,-3.78,-1.672,2.852,1.056,-0.006,4.122,18.572,2.708,9.032,-3.95,0,0,0,0,0,53.37,52.538,40.912,50.606,0,-0.8,0,0,-1.2,0,-1.5,0,6.636,-0.362,-0.32,6.776,0,0,0,0,609.04,416.68,0,0,0,6.58,3.11,187.278,215.708,9.9,-1.44,0,0,0,8.708,0,-0.006,-0.002,-1.124,-1.68,-0.042,23.314,-0.04,-0.04,0,136,131.1,-1.058,2.672,53.248,58.2,70.18,66.24,-0.042,12.132,2.148,27.18,15.2,3.576,2.28,0,-2.4,-2.4,0,0,109.876,90.024,100.468,0.452,0.584,63.38,0,106.2,0,-0.002,0,0,-0.004,0,-0.006,0,3.32,491.344,533.48,-35.448,635.6,0,56.14,31.096,281.094,329.414,280.194,407.072,349.9,355.5,17.88,574.344,574.272,240.254,-41.68,-2.12,8.706,-1.74,621.72,-0.16,11.57,2.712,-0.76,-0.546,35.774,17.558,0.632,11.518,-1,5.91,53.04,54.42,49.06,46.06,-2.48,-0.02,30.198,32.7,-5.138,6.92,4.96,2.62,-0.004,16.658,12.758,-0.4,3.746,0,0,42.03,0,296.8,220.4,0,406.4,409.6,-0.02,120.17,93.358,46.724,193.372,187.79,0,22.24,31.18,0,9.68,4.434,-5.4,340.4,0,-38.58,-2.98,-1.688,-0.336,0,0,7.062,3.436,3.184,1.55,-2.786,-0.434,36.186,28.42,593.3,594.02,0,0,15.11,588.7,-0.5,196.4,196,0,6.094,5.222,2.782,12.55,-0.8,-0.5,-0.4,9.822,45.666,44.112,41.252,30.056,625.568,641.432,-54.304,-1.21,3.234,0,0,0,0,0,0,0,0.042,0,-2.132,-0.042,-0.068,81.368,72.208,9.856,2.946,25.73,35.28,4.91,9.23,70.736,136.738,147.852,44.36,79.902
28,3.72,0.83,5.728,10.34,13.316,1.138,11.1,3.726,2.064,2.942,3.57,5.092,9.738,8.02,10.846,6.56,3.882,30.834,-38.46,49.79,177.2,176.8,12.46,302.94,4.2,31.12,37.28,21.16,-4.788,0,-4.41,-3.906,-1.806,2.81,0.86,-0.006,4.288,12.07,1.73,11.956,-3.92,0,0,0,0,0,30.672,27.482,27.03,25.472,0,-0.8,0,0,-1.2,0,-1.5,0,5.012,0.246,0.402,8.892,0,0,0,0,626.98,416.98,0,0,0,5.58,4.132,161.12,174.008,10.02,-0.864,0,0,0,11.674,0,-0.006,-0.002,-0.98,-1.68,-0.022,36.368,-0.02,-0.02,0,93.8,127.8,-1.148,4.066,34.704,46.7,54.42,70.72,-0.042,15.14,2.278,39.04,22.54,4.494,1.674,0,-2.3,-2.4,0,0,81.308,41.196,73.758,1.392,1.16,62.66,0,114.22,0,-0.002,0,0,-0.004,0,-0.006,0,5.01,492.392,532.688,-35.376,635.832,0,60.858,30.116,214.574,316.274,364.634,389.152,234.922,259.52,19.8,574.144,574.232,323.66,-42.02,-2.13,8.75,-1.64,692.52,-0.16,13.92,4.324,-0.758,-0.542,41.666,30.252,0.682,20.118,-1.2,16.76,59.94,55.54,43.7,41.14,-2.26,-0.04,57.268,66.352,-5.77,7.466,4.1,2,-0.004,21.038,12.858,-0.6,3.776,0,0,46.45,0,270.8,220.4,0,385.4,393.6,-0.03,135.76,33.858,30.464,195.026,197.298,0,21.1,29.036,0,11.69,4.206,-5.4,340.5,0,-38.56,-2.952,-1.684,-0.372,0,0,4.986,2.424,2.528,1.888,-2.8,-0.428,14.69,12.848,592.9,593.86,0,0,16.84,340.7,-0.6,212.8,196.1,0,5.168,5.228,3.686,3.126,-1,-0.6,-0.4,8.652,35.238,37.252,14.632,26.556,625.664,640.056,-54.248,-1.232,6.352,0,0,0,0,0,0,0,0.044,0,-2.232,-0.044,-0.068,95.868,84.488,8.48,3.758,73.96,38.4,4.77,8.55,78.038,132.478,162.092,52.8,110.422
29,5.64,3.622,5.212,10.98,12.91,1.09,14.04,5.632,5.266,3.62,6.988,7.228,18.084,10.67,8.998,12.606,2.848,31.496,-38.234,63.79,177,177,11.8,397.26,4.06,37.12,40.394,22.28,-4.662,0,-4.41,-3.78,-1.726,1.406,0.036,-0.006,5.218,7.352,1.148,13.77,-3.88,0,0,0,0,0,14.254,13.636,13.336,12.938,0,-0.8,0,0,-1.2,0,-1.4,0,4.402,-0.444,0.256,12.952,0,0,0,0,643.52,419.82,0,0,0,4.64,7.252,130.102,136.008,9.8,-0.576,0,0,0,10.742,0,-0.006,-0.002,-0.996,-1.686,-0.042,57.336,-0.04,-0.04,0,105.1,89.6,-1.19,2.96,30.046,35.28,42.6,49.5,-0.042,17.33,2.062,26.14,13.34,7.73,5.178,0,-2.4,-3.1,0,0,63.722,46.79,55.298,3.072,6.414,62.08,0,123.16,0,-0.002,0,0,-0.004,0,-0.006,0,8.32,492.456,533.96,-35.4,635.072,0,71.66,34.456,143.494,211.334,308.174,290.294,172.518,211.24,17.26,573.608,574.096,308.252,-42.2,-2.13,8.392,-1.84,803.72,-0.16,15.05,7.618,-0.754,-0.542,41.916,23.986,0.662,16.622,-1,13.97,65.16,56.76,49.5,45.8,-2.28,-0.02,49.228,80.156,-4.918,7.846,10.22,5.36,-0.004,32.998,13.998,-0.6,3.414,0,0,36.75,0,271,314.8,0,406.4,329.2,-0.02,133.77,16.918,30.642,194.89,197.37,0,20.034,27.046,0,10.364,5.936,-5.4,340.5,0,-38.6,-2.936,-1.782,-0.338,0,0,6.32,1.674,3.4,2.984,-2.802,-0.536,8.112,8.094,592.54,593.12,0,0,15.336,435.3,-0.5,196.4,220.7,0,5.838,6.024,3.116,-0.204,-1,-0.5,-0.4,6.93,22.922,24.21,21.712,83.516,625.104,641.904,-54.112,-1.222,5.34,0,0,0,0,0,0,0,0.042,0,-2.234,-0.042,-0.066,83.948,66.268,6.004,3.714,61.05,22,4.07,8.198,71.33,110.398,146.29,53.72,96.202
30,5.84,1.11,5.526,9.38,15.356,1.544,13.92,5.52,6.078,4.91,9.882,7.736,14.868,22.31,8.508,23.344,10.032,29.048,-38.464,50.67,177.2,176.8,11.04,335.52,6.36,22.8,30.712,15.26,-4.788,0,-4.536,-3.78,-1.738,2.61,0.604,-0.006,6.536,9.324,1.516,11.65,-3.87,0,0,0,0,0,7.86,7.666,7.168,6.996,0,-0.8,0,0,-1.2,0,-1.5,0,5.454,-0.544,-0.226,10.446,0,0,0,0,643.38,419.96,0,0,0,4.7,13.252,105.178,81.788,13.02,-1.152,0,0,0,12.62,0,-0.006,-0.002,-0.714,-1.792,-0.022,-1.234,-0.02,-0.02,0,-1.9,-2,-0.968,4.146,25.848,32.34,38.54,40.16,-0.042,13.724,1.87,39.62,17.88,5.966,4.674,0,-2.4,-4.2,0,0,37.026,36.58,33.216,5.364,6.854,73.4,0,124.78,0,-0.002,0,0,-0.004,0,-0.004,0,7.914,492.616,533.136,-35.664,639.192,0,82.462,34.476,129.574,179.334,225.352,231.974,136.82,145.4,15.3,573.4,572.6,283.054,-42.1,-2.15,8.848,-2.04,803.78,-0.16,12.71,8.866,-0.756,-0.538,46.616,23.626,0.504,13.978,-1,30.89,34.76,31.16,22.02,20.36,-5.4,0,46.166,78.066,-3.938,6.724,15.34,9.16,-0.004,48.398,16.738,-0.4,2.504,0,0,32.64,0,344.6,404.8,0,405.6,389.8,-0.02,127.67,56.238,81.884,195.056,197.662,0,16.746,20.01,0,8.528,3.716,-5.5,340.5,0,-38.78,-2.944,-1.686,-0.342,0,0,5.52,0.958,2.746,1.822,-2.824,-0.584,27.736,21.98,592.88,593.06,0,0,15.068,495.8,-0.6,196.4,205.9,0,6.624,5.768,3.452,1.128,-1,-0.5,-0.4,9.886,45.726,42.802,72.692,143.096,625.952,642.32,-54.528,-1.192,4.528,0,0,0,0,0,0,0,0.042,0,-2.036,-0.042,-0.064,79.628,70.808,5.814,3.94,51.83,22.92,-0.76,8.924,74.642,103.058,154.112,53.8,103.422
31,1.794,-0.124,4.964,10.12,10.81,1.67,15.2,6.282,9.814,8.63,10.108,11.382,15.356,30.71,6.736,14.918,10.198,24.534,-38.354,58.55,177.2,177,11.8,212.76,3.64,20.94,26.376,14.62,-4.662,0,-4.41,-3.78,-1.71,2.164,-0.092,-0.006,7.348,13.388,2.272,11.568,-3.91,0,0,0,0,0,5.972,3.21,5.732,5.248,0,-0.8,0,0,-1.2,0,-1.5,0,5.01,-0.586,-0.206,9.888,0,0,0,0,637.4,456.96,0,0,0,6.66,8.474,65.14,73.608,14.3,-5.328,0,0,0,9.874,0,-0.006,-0.002,-0.698,-1.808,-0.042,19.516,-0.04,-0.04,0,-1.9,-1.9,-0.886,4.762,14.024,20.2,18.54,24.12,-0.042,13.49,2.51,45.5,33.52,7.574,4.76,0,-2.3,-5.4,0,0,23.636,35.888,24.308,8.358,10.858,87.82,0,129.14,0,-0.002,0,0,-0.002,0,-0.006,0,8.074,493.2,532.656,-35.624,638.04,0,90.666,34.496,87.094,144.574,207.334,191.332,101.23,104.06,17,573.544,572.96,240.246,-42.16,-2.16,8.382,-1.93,603.22,-0.17,13.11,9.05,-0.75,-0.536,49.204,19.136,0.59,14.018,-1.2,43.52,94.66,90.96,66.1,61.92,-8.76,-0.04,49.534,67.036,-4.498,6.456,7.1,8.5,-0.004,63.298,25.558,-0.6,3.224,0,0,36.02,0,259,261.4,0,304,339,-0.02,120.88,192.638,176.562,194.97,197.942,0,15.466,19.854,0,6.75,3.178,-5.5,340.5,0,-38.6,-2.926,-1.694,-0.336,0,0,3.292,-0.72,0.422,-1.436,-2.796,-0.554,79.278,60.014,592.94,592.9,0,0,16.264,339.1,-0.5,196.4,209.7,0,15.65,14.002,9.4,2.732,-1,-0.6,-0.4,7.982,34.41,34.696,140.292,242.636,625.168,640.048,-54.28,-1.218,3.64,0,0,0,0,0,0,0,0.044,0,-2.132,-0.044,-0.068,78.428,71.488,5.4,3.284,52.57,22.82,-4.02,9.788,77.926,105.338,148.452,57.74,135.662
32,-0.858,-0.154,6.456,7.06,8.82,0.716,15.3,6.916,15.126,12.602,15.85,16.768,9.562,27.4,9.786,17.082,10.802,25.522,-38.186,85.17,177.2,177,13.12,300.06,6.62,28.56,31.582,9.32,-4.788,0,-4.41,-3.78,-1.652,1.616,0.596,-0.006,6.206,7.388,1.232,9.844,-3.91,0,0,0,0,0,3.894,4.992,5.762,3.102,0,-0.8,0,0,-1.1,0,-1.5,0,5.352,-0.578,-0.476,9.112,0,0,0,0,617.26,460.18,0,0,0,5.26,10.114,130.84,170.548,16.5,20.878,0,0,0,4.758,0,-0.006,-0.002,-0.86,-1.5,-0.042,-0.976,-0.02,-0.02,0,49.6,-1.9,-0.92,3.256,20.946,21.62,15.34,8.9,-0.042,11.994,1.918,19.02,7.18,12.984,7.396,0,-2.2,1.1,0,0,22.528,56.574,32.222,12.132,13.408,103.78,0,134.42,0,-0.002,0,0,-0.002,0,-0.004,0,8.296,493.536,531.744,-35.528,639.728,0,65.894,34.096,72.674,109.234,154.834,149.758,72.48,77.96,19.84,574.384,573.352,313.046,-42.06,-2.14,7.492,-2.14,589.18,-0.16,11.44,9.212,-0.752,-0.54,41.322,17.904,0.63,12.952,-1,39.99,75.2,68.44,65.46,60.32,-4.9,0,60.006,78.948,-4.262,6.564,13.36,10.24,-0.004,91.238,45.078,-0.6,3.634,0,0,42.35,0,318.4,334.4,0,400.2,409.6,-0.02,107.52,118.538,115.844,195.048,197.736,0,13.5,19.56,0,8.376,5.402,-5.4,340.5,0,-38.58,-3.418,-2.54,-0.338,0,0,-0.426,-0.842,-1.818,-2.69,-2.776,-0.544,76.616,75.462,592.78,592.76,0,0,18.536,335,-0.5,196.4,367,0,12.456,14.906,13.182,2.872,-1,-0.5,-0.4,6.528,45.864,49.828,166.272,248.396,627.224,638.712,-53.952,-1.216,3.506,0,0,0,0,0,0,0,0.046,0,-2.13,-0.046,-0.07,69.248,70.208,6.364,3.576,53.69,27.44,-1.77,11.146,66.318,106.818,127.25,51.4,93.742
